순,이름,팀,WAR,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR(need to drop),WPA
158,홍건희,21두,2.92,65,0,0,0,6,6,3,17,74.1,23,23,303,65,11,0,3,27,0,0,82,1,7,2.78,2.74,1.24,154.9,158.9,2.92,0.60
159,장원준,15두,2.89,30,1,0,30,12,12,0,0,169.2,86,77,748,182,35,2,13,68,1,14,128,0,4,4.08,4.54,1.47,114.8,104.1,2.89,-0.53
160,문승원,19S,2.89,26,0,0,23,11,7,0,2,144.0,63,62,586,130,13,5,23,33,1,3,99,0,0,3.88,4.83,1.13,109.8,89.6,2.89,0.72
161,정우람,17한,2.88,56,0,0,0,6,4,26,0,59.0,20,18,247,47,10,0,5,19,2,4,78,0,5,2.75,3.26,1.12,183.1,155.5,2.88,0.56
162,문경찬,19K,2.88,54,0,0,0,1,2,24,0,55.0,9,8,217,45,9,1,2,10,1,0,50,0,0,1.31,2.55,1.00,320.3,165.4,2.88,0.26
163,가뇽,20K,2.84,28,0,0,28,11,8,0,0,159.2,86,77,702,162,33,8,7,64,0,9,141,0,13,4.34,3.73,1.42,110.6,129.2,2.84,-0.55
164,로저스,15한,2.84,10,4,3,10,6,2,0,0,75.2,26,25,296,62,8,2,2,20,0,4,60,1,1,2.97,3.33,1.08,167.5,148.1,2.84,1.82
165,김택형,21S,2.83,59,0,0,0,5,1,7,4,75.1,23,20,316,61,11,0,3,42,5,3,62,0,3,2.39,3.80,1.37,187.8,118.9,2.83,2.25
166,한현희,18넥,2.83,30,0,0,28,11,7,0,0,169.0,98,90,756,208,42,3,22,49,0,20,105,0,6,4.79,5.51,1.52,107.5,92.8,2.83,-1.36
167,아델만,18삼,2.81,31,0,0,31,8,12,0,0,171.0,101,96,758,202,39,1,20,54,0,11,137,1,7,5.05,4.89,1.50,105.0,107.1,2.81,-1.15
168,박정진,15한,2.81,76,0,0,0,6,1,1,15,96.0,37,33,411,84,12,1,8,39,3,5,92,0,7,3.09,4.06,1.28,161.0,121.4,2.81,0.19
169,심창민,16삼,2.79,62,0,0,0,2,6,25,4,72.2,29,24,303,59,11,0,6,26,3,4,76,1,1,2.97,3.89,1.17,177.4,134.0,2.79,0.59
170,권혁,16한,2.79,66,0,0,0,6,2,3,13,95.1,45,41,418,93,17,2,5,42,5,7,77,1,2,3.87,4.24,1.42,135.7,122.9,2.79,0.36
171,송승준,17롯,2.77,30,0,0,22,11,5,0,1,130.1,63,61,558,132,31,3,19,41,1,4,113,0,6,4.21,4.91,1.33,119.6,102.7,2.77,-0.53
172,브리검,17넥,2.74,24,0,0,24,10,6,0,0,144.0,77,70,619,166,21,4,17,26,0,13,98,0,8,4.38,4.72,1.33,113.7,103.6,2.74,0.48
173,임기영,17K,2.73,23,2,2,19,8,6,0,0,118.1,54,48,497,138,25,1,9,18,1,6,73,0,2,3.65,4.07,1.32,136.1,122.6,2.73,0.42
174,조무근,15k,2.73,43,0,0,1,8,5,4,2,71.2,26,15,298,54,11,2,3,32,1,4,83,0,6,1.88,3.31,1.20,266.8,151.0,2.73,1.35
175,린드블럼,16롯,2.69,30,1,0,30,10,13,0,0,177.1,109,104,791,197,36,6,28,77,0,9,148,0,7,5.28,5.63,1.55,99.0,92.9,2.69,-1.77
176,라이블리,20삼,2.68,21,0,0,21,6,7,0,0,112.0,54,53,478,98,16,1,11,39,0,12,95,0,2,4.26,4.50,1.22,115.2,108.2,2.68,-0.19
177,정우영,20L,2.67,65,0,0,0,4,4,5,20,75.0,26,26,305,48,5,0,3,29,3,11,59,0,1,3.12,3.98,1.03,148.3,117.5,2.67,2.14
178,밴헤켄,16넥,2.67,12,0,0,12,7,3,0,0,72.0,29,27,287,55,14,0,10,19,0,5,81,0,1,3.38,4.35,1.03,155.6,119.4,2.67,0.44
179,구창모,19N,2.67,23,0,0,19,10,7,0,1,107.0,40,38,449,85,15,2,10,42,0,5,114,0,7,3.20,3.81,1.19,131.8,111.5,2.67,1.09
180,주권,16k,2.67,28,1,1,26,6,8,0,0,134.0,80,76,594,162,36,3,14,44,0,5,63,1,2,5.10,5.31,1.54,102.4,98.1,2.67,-1.22
181,이재학,18N,2.67,29,1,0,29,5,13,0,0,152.1,87,81,658,157,27,2,13,49,2,10,116,0,6,4.79,4.54,1.35,108.4,115.4,2.67,-1.06
182,박준표,20K,2.66,50,0,0,0,7,1,6,11,51.2,16,9,205,41,3,0,3,8,2,0,44,0,2,1.57,2.96,0.95,306.2,162.2,2.66,1.35
183,배제성,20K,2.65,26,0,0,26,10,7,0,0,141.1,67,62,619,130,30,1,12,76,0,4,83,1,11,3.95,5.18,1.46,121.7,91.8,2.65,1.09
184,오간도,17한,2.65,19,0,0,19,10,5,0,0,110.0,53,48,475,115,14,0,8,30,0,11,74,1,6,3.93,4.45,1.32,128.0,113.2,2.65,-0.61
185,신민혁,21N,2.65,30,0,0,25,9,6,0,0,145.0,75,71,625,155,28,3,17,44,0,5,107,2,2,4.41,4.40,1.37,103.0,102.9,2.65,0.11
186,쿠에바스,20K,2.64,27,0,0,27,10,8,0,0,158.0,80,72,668,152,26,1,16,46,0,9,110,0,4,4.10,4.52,1.25,117.1,105.1,2.64,-0.29
187,서진용,19S,2.63,72,0,0,0,3,1,4,33,68.0,19,18,279,53,9,2,2,28,4,2,76,0,1,2.38,2.70,1.19,178.6,157.4,2.63,2.87
188,주권,20K,2.63,77,0,0,0,6,2,0,31,70.0,25,21,294,54,11,0,6,32,1,1,37,0,0,2.70,4.98,1.23,177.9,95.5,2.63,1.16
189,다이아몬드,17S,2.63,24,1,1,24,10,7,0,0,134.1,69,66,581,163,20,3,11,35,1,9,59,0,2,4.42,4.88,1.47,113.8,103.2,2.63,0.48
190,소사,16L,2.63,33,0,0,33,10,9,0,0,199.0,121,114,870,258,47,8,12,38,2,9,107,0,6,5.16,4.18,1.49,98.6,121.0,2.63,-2.01
191,오승환,20삼,2.62,45,0,0,0,3,2,18,2,47.2,14,14,201,44,10,1,2,15,0,2,39,0,1,2.64,3.53,1.24,185.6,136.4,2.62,1.82
192,이태양,18한,2.62,63,0,0,0,4,2,0,12,79.1,30,25,325,66,11,1,10,23,2,4,85,0,4,2.84,4.27,1.12,186.8,125.3,2.62,0.95
193,알칸타라,19K,2.60,27,1,0,27,11,11,0,0,172.2,80,77,724,189,39,3,15,27,0,8,100,2,2,4.01,3.98,1.25,103.1,103.3,2.60,0.88
194,후랭코프,19두,2.59,22,0,0,22,9,8,0,0,117.1,48,47,495,110,20,2,5,30,1,13,111,1,2,3.61,3.14,1.19,113.9,130.4,2.59,0.48
195,김진성,17N,2.56,69,0,0,0,10,6,0,15,89.2,38,36,361,72,9,0,13,27,3,2,98,0,11,3.61,4.30,1.10,137.2,116.1,2.56,1.39
196,배제성,21K,2.55,26,0,0,26,9,10,0,0,141.2,67,58,621,126,27,1,6,82,1,1,136,0,9,3.68,3.70,1.47,121.9,120.3,2.55,0.35
197,벤자민,22K,2.53,17,0,0,17,5,4,0,0,96.2,34,29,385,75,9,1,11,24,2,4,77,1,3,2.70,4.03,1.02,152.5,101.2,2.53,1.07
198,양현종,20K,2.52,31,0,0,31,11,10,0,0,172.1,99,90,746,180,40,4,13,64,0,5,149,0,7,4.70,4.01,1.42,102.1,120.1,2.52,-0.98
199,원태인,22삼,2.52,27,0,0,27,10,8,0,0,165.1,75,72,700,175,25,1,16,38,3,4,130,0,3,3.92,3.73,1.29,106.5,111.1,2.52,0.74
200,정철원,22두,2.51,58,0,0,0,4,3,3,23,72.2,26,25,294,60,12,2,4,26,2,2,47,0,7,3.10,3.83,1.18,128.5,104.6,2.51,1.10
201,김강률,21두,2.49,50,0,0,0,3,0,21,3,51.2,15,12,230,54,7,2,2,25,4,1,41,0,4,2.09,3.53,1.53,206.4,124.0,2.49,1.80
202,임준혁,15K,2.49,27,0,0,21,9,6,0,2,118.2,58,54,514,125,23,1,11,43,1,8,73,0,3,4.10,4.85,1.42,120.4,101.7,2.49,0.36
203,고영표,17k,2.46,25,2,1,24,8,12,0,1,141.2,84,80,612,170,32,1,13,16,0,18,125,1,6,5.08,3.88,1.31,99.7,128.4,2.46,-0.81
204,안우진,21키,2.45,21,0,0,21,7,8,0,0,107.2,47,39,450,88,15,1,13,41,1,7,110,1,5,3.26,4.17,1.20,136.0,102.7,2.45,0.55
205,박상원,18한,2.44,69,0,0,0,4,2,0,9,60.0,17,14,256,59,13,0,3,21,1,4,62,0,3,2.10,3.62,1.33,252.3,146.8,2.44,0.44
206,맨쉽,17N,2.43,21,0,0,21,12,4,0,0,112.2,51,46,478,112,17,0,7,33,0,7,86,1,5,3.67,4.08,1.29,134.9,122.2,2.43,0.66
207,노경은,22S,2.43,41,0,0,8,12,5,1,7,79.2,28,27,323,69,10,0,5,23,0,4,55,0,5,3.05,3.79,1.16,136.5,110.0,2.43,1.21
208,구승민,22롯,2.42,73,0,0,0,2,4,0,25,62.0,20,20,263,46,8,1,3,35,4,1,77,0,7,2.90,3.03,1.31,143.4,135.2,2.42,1.07
209,비야누에바,17한,2.42,20,0,0,20,5,7,0,0,112.0,58,52,461,108,23,1,12,23,0,5,68,0,5,4.18,4.66,1.17,120.3,108.3,2.42,-0.37
210,장시환,15k,2.42,47,0,0,0,7,5,12,0,74.2,33,33,308,73,13,2,1,28,2,1,75,0,6,3.98,2.87,1.35,126.3,174.9,2.42,-0.31
211,문승원,18S,2.41,31,0,0,27,8,9,1,1,150.2,86,77,656,180,33,2,24,37,0,4,122,0,4,4.60,5.10,1.44,114.3,104.0,2.41,-1.49
212,장민재,16한,2.41,48,0,0,13,6,6,0,1,119.1,66,62,542,133,13,2,15,67,0,4,92,1,3,4.68,5.67,1.68,112.3,92.5,2.41,-1.37
213,윤희상,16S,2.40,23,0,0,22,9,6,0,0,122.2,69,66,540,143,18,2,18,44,0,6,74,1,5,4.84,5.72,1.52,107.8,91.8,2.40,-0.60
214,브리검,20키,2.40,21,0,0,21,9,5,0,0,107.0,45,43,456,98,7,2,6,42,1,5,105,0,8,3.62,3.61,1.31,130.5,129.1,2.40,1.08
215,이태양,16한,2.38,29,0,0,25,5,8,1,0,112.1,66,62,512,128,20,0,15,62,1,3,60,0,2,4.97,6.17,1.69,105.7,85.0,2.38,-1.24
216,안지만,15삼,2.38,66,0,0,0,4,3,0,37,78.1,29,29,323,76,18,2,8,26,2,2,96,0,2,3.33,3.49,1.30,148.2,140.7,2.38,2.15
217,프리드릭,19N,2.38,12,2,1,12,7,4,0,0,72.0,22,22,294,63,6,0,4,22,1,3,56,0,2,2.75,3.57,1.18,153.2,118.3,2.38,0.79
218,장민재,22한,2.38,32,0,0,25,7,8,0,0,126.2,54,50,531,124,18,2,15,39,1,4,75,0,3,3.55,4.69,1.29,114.0,87.0,2.38,0.64
219,소형준,20K,2.37,26,0,0,24,13,6,0,0,133.0,63,57,572,141,23,0,6,45,0,6,92,0,2,3.86,3.91,1.40,124.6,122.0,2.37,0.30
220,이정민,16롯,2.37,68,0,0,0,5,2,2,9,77.0,29,27,326,83,13,1,6,21,1,5,60,0,5,3.16,4.22,1.35,165.6,123.4,2.37,0.96
221,김윤동,18K,2.37,64,0,0,0,7,6,4,18,82.2,39,34,369,71,13,1,9,54,7,2,79,0,7,3.70,5.12,1.51,138.7,100.9,2.37,-0.97
222,류제국,15L,2.37,24,0,0,23,4,9,0,0,130.0,72,69,572,134,20,3,16,55,1,14,88,0,16,4.78,5.43,1.45,98.2,85.8,2.37,-0.78
223,곽빈,22두,2.36,27,0,0,27,8,9,0,0,147.2,69,62,645,143,30,0,13,60,1,11,138,1,9,3.78,4.04,1.38,105.3,98.3,2.36,0.45
224,이재학,15N,2.36,29,0,0,23,10,8,0,1,125.0,58,57,545,115,15,1,17,58,1,9,116,0,5,4.10,5.11,1.38,116.7,95.4,2.36,-0.13
225,이의리,21K,2.35,19,0,0,19,4,5,0,0,94.2,42,38,404,69,11,0,6,56,0,2,93,0,5,3.61,4.03,1.32,123.1,111.0,2.35,0.31
226,루카스,15L,2.34,33,0,0,30,10,11,0,1,171.2,103,94,785,175,21,1,11,108,4,14,151,1,11,4.93,4.75,1.65,95.2,100.1,2.34,0.05
227,신재영,17넥,2.34,34,1,1,15,6,7,1,2,125.0,68,63,537,137,31,2,14,25,1,16,75,0,1,4.54,4.95,1.30,109.6,99.0,2.34,-0.36
228,백정현,18삼,2.34,25,0,0,23,7,7,1,0,125.2,68,64,540,142,27,2,18,36,0,3,99,0,2,4.58,5.05,1.42,115.7,104.1,2.34,-0.87
229,린드블럼,17롯,2.33,12,0,0,12,5,3,0,0,72.2,31,30,296,66,10,1,10,18,0,2,76,2,3,3.72,4.26,1.16,135.6,118.6,2.33,0.69
230,듀브론트,18롯,2.33,25,0,0,25,6,9,0,0,137.1,82,75,629,162,29,2,13,62,1,8,109,3,10,4.92,4.98,1.63,106.1,104.8,2.33,-1.66
231,유희관,17두,2.33,30,2,1,29,11,6,0,1,188.2,104,95,822,228,37,3,20,41,1,10,106,1,5,4.53,4.78,1.43,106.2,100.6,2.33,-1.03
232,김재윤,22K,2.32,61,0,0,0,9,7,33,0,66.1,26,24,267,46,6,0,5,21,6,0,78,1,2,3.26,2.65,1.01,126.5,155.1,2.32,0.57
233,윤길현,15S,2.31,70,0,0,0,0,4,13,17,62.2,25,22,284,58,12,0,7,36,4,2,62,0,3,3.16,4.72,1.50,152.9,102.8,2.31,0.17
234,김민우,20한,2.31,26,0,0,25,5,10,0,0,132.2,72,64,593,121,16,1,15,72,3,7,124,2,10,4.34,4.88,1.46,108.9,98.2,2.31,-0.68
235,송명기,20N,2.31,36,0,0,12,9,3,0,0,87.2,37,36,372,78,13,0,12,39,1,2,72,0,7,3.70,5.06,1.34,132.2,95.9,2.31,0.10
236,원종현,16N,2.31,54,0,0,0,3,3,3,17,70.2,26,25,283,51,8,0,4,18,0,3,75,0,4,3.18,3.30,0.98,159.9,155.5,2.31,1.59
237,박민호,20S,2.29,57,0,0,0,2,1,4,11,52.0,16,14,215,43,9,0,4,19,0,2,36,0,0,2.42,4.38,1.19,199.1,110.8,2.29,-0.61
238,왕웨이중,18N,2.28,25,0,0,25,7,10,0,0,141.2,83,67,615,169,25,1,16,40,2,2,108,0,2,4.26,4.62,1.48,121.9,113.5,2.28,-0.52
239,김강률,17두,2.28,70,0,0,0,7,2,7,12,89.0,39,34,383,89,8,1,6,32,0,3,73,0,11,3.44,4.15,1.36,140.0,116.9,2.28,0.61
240,임창민,17N,2.27,60,0,0,0,4,3,29,0,66.0,27,27,272,60,12,0,10,23,2,1,62,0,4,3.68,4.83,1.26,134.7,103.7,2.27,2.41
241,김태훈,18S,2.26,61,0,0,4,9,3,0,10,94.0,44,40,394,88,17,0,8,36,4,2,93,0,11,3.83,4.05,1.32,137.3,130.6,2.26,-0.02
242,김원중,21롯,2.26,61,0,0,0,4,4,35,0,62.2,26,25,268,50,8,0,6,28,4,3,64,0,8,3.59,3.83,1.25,126.6,116.5,2.26,2.20
243,손승락,18롯,2.24,57,0,0,0,3,5,28,0,57.2,26,25,250,53,13,0,1,20,4,1,60,0,2,3.90,2.86,1.27,133.7,182.5,2.24,0.69
244,이재학,16N,2.23,26,0,0,24,12,4,0,0,127.2,72,65,569,140,16,2,19,54,0,6,134,0,3,4.58,5.04,1.52,111.1,102.0,2.23,-1.16
245,김재윤,20K,2.22,56,0,0,0,5,3,21,1,60.2,23,22,256,62,4,2,7,15,3,0,58,0,0,3.26,3.74,1.27,147.2,127.7,2.22,0.16
246,베렛,18N,2.22,29,0,0,29,6,10,0,0,155.0,94,91,698,178,31,2,24,59,0,9,144,1,10,5.28,5.30,1.53,98.2,99.1,2.22,-2.29
247,이현승,15두,2.21,41,0,0,0,3,1,18,2,46.2,16,15,191,45,9,0,3,10,2,2,41,0,2,2.89,3.34,1.18,162.1,141.4,2.21,2.47
248,배제성,19K,2.21,28,1,1,21,10,10,0,0,131.2,58,55,564,132,18,3,6,56,0,3,91,0,10,3.76,3.96,1.43,110.1,104.5,2.21,0.18
249,로치,17k,2.21,28,1,0,28,4,15,0,0,165.0,106,86,743,200,33,3,18,60,0,13,99,1,10,4.69,5.28,1.58,108.0,94.3,2.21,-2.37
250,윤대경,20한,2.20,55,0,0,0,5,0,0,7,51.0,16,9,225,48,7,0,3,25,3,3,42,0,1,1.59,4.14,1.43,297.7,115.5,2.20,0.61
251,구승민,18롯,2.20,64,0,0,0,7,4,0,14,73.2,33,30,307,62,15,0,12,31,6,3,75,1,2,3.67,5.06,1.26,142.3,103.6,2.20,-0.26
252,스틴슨,15K,2.19,32,0,0,30,11,10,0,0,167.0,100,92,756,190,30,6,15,64,0,14,93,0,4,4.96,5.07,1.52,99.5,97.3,2.19,-2.21
253,정우영,22L,2.17,67,0,0,0,2,3,0,35,58.0,18,17,248,48,3,2,3,32,5,6,40,0,0,2.64,4.34,1.38,150.7,92.9,2.17,1.79
254,백정현,17삼,2.14,35,0,0,14,8,4,0,3,100.2,52,49,446,110,23,2,11,36,1,6,94,0,4,4.38,4.51,1.45,115.8,111.5,2.14,0.28
255,박준표,19K,2.14,49,0,0,0,5,2,0,15,56.0,15,13,210,42,5,1,4,6,1,4,30,0,1,2.09,3.74,0.86,200.7,111.8,2.14,1.94
256,김윤식,22L,2.13,23,0,0,23,8,5,0,0,114.1,46,42,483,125,22,1,5,27,2,1,81,0,4,3.31,3.17,1.33,120.2,126.4,2.13,1.20
257,박종훈,19S,2.10,28,0,0,28,8,11,0,0,144.0,72,62,643,157,29,0,12,59,0,13,100,0,1,3.88,4.60,1.50,109.8,92.8,2.10,0.73
258,김대유,21L,2.09,64,0,0,0,4,1,0,24,50.2,13,12,209,32,1,0,2,15,0,9,56,0,2,2.13,3.06,0.93,202.4,142.4,2.09,1.85
259,심창민,17삼,2.08,66,0,0,0,4,7,6,16,75.1,36,35,333,55,7,0,12,44,7,7,103,0,5,4.18,4.82,1.31,121.3,104.5,2.08,0.59
260,임창용,15삼,2.08,55,0,0,0,5,2,33,0,54.0,17,17,219,45,8,1,2,13,2,3,71,0,1,2.83,2.25,1.07,174.3,218.1,2.08,0.29
261,주권,19K,2.08,71,0,0,0,6,2,2,25,75.1,25,25,296,64,15,0,7,14,0,2,47,0,1,2.99,4.00,1.04,138.6,102.8,2.08,3.22
262,윤규진,15한,2.07,40,0,0,0,3,2,10,3,50.2,15,15,205,39,6,0,3,21,3,0,48,0,2,2.66,3.56,1.18,187.0,138.2,2.07,1.17
263,백정현,19삼,2.07,28,1,1,27,8,10,0,0,157.0,85,74,677,158,29,4,17,56,0,6,82,0,4,4.24,4.95,1.36,102.3,86.3,2.07,-0.65
264,허프,16L,2.07,13,0,0,11,7,2,0,1,74.2,34,26,299,72,11,2,2,9,0,1,46,0,0,3.13,3.31,1.09,162.3,154.9,2.07,0.49
265,브룩스,21K,2.06,13,0,0,13,3,5,0,0,78.0,34,29,333,93,12,1,4,16,0,1,55,0,0,3.35,3.24,1.40,132.9,137.5,2.06,0.54
266,다익손,19S롯,2.06,29,0,0,28,6,10,0,0,149.1,81,72,649,164,23,3,15,40,1,6,117,1,4,4.34,4.05,1.37,97.3,104.9,2.06,-0.58
267,임정우,16L,2.06,67,0,0,0,3,8,28,0,70.2,31,30,317,73,10,2,5,36,4,6,87,0,6,3.82,3.86,1.54,133.1,130.2,2.06,0.15
268,박세웅,20롯,2.02,28,0,0,28,8,10,0,0,147.1,85,77,658,177,27,2,20,47,0,8,108,0,13,4.70,4.97,1.52,103.6,96.5,2.02,-1.77
269,원종현,22N,2.02,68,0,0,0,5,0,1,13,63.1,22,21,260,55,8,0,5,17,0,1,50,0,2,2.98,3.64,1.14,136.5,112.8,2.02,0.11
270,이영하,20두,2.02,42,0,0,19,5,11,6,0,132.0,78,68,605,148,26,1,9,66,3,5,85,1,4,4.64,4.70,1.62,99.9,99.1,2.02,-1.97
271,카펜터,21한,2.01,31,0,0,30,5,12,0,0,170.0,90,75,746,150,21,3,16,72,0,19,179,1,7,3.97,4.06,1.31,110.3,109.7,2.01,0.53
272,이태양,22S,2.01,30,0,0,17,8,3,0,1,112.0,50,45,472,116,18,0,15,24,2,5,61,0,0,3.62,4.71,1.25,115.1,88.9,2.01,0.86
273,라이트,20N,2.01,29,0,0,29,11,9,0,0,157.2,87,82,696,164,27,2,12,63,0,10,125,2,5,4.68,4.35,1.44,104.4,111.0,2.01,-1.57
274,정우람,18한,2.01,55,0,0,0,5,3,35,0,53.0,22,20,220,49,9,0,6,12,1,2,56,0,1,3.40,3.93,1.15,156.0,136.2,2.01,1.45
275,한현희,15넥,2.00,45,0,0,17,11,4,0,10,123.1,70,66,542,126,18,2,14,41,0,13,122,1,3,4.82,4.43,1.35,103.3,112.2,2.00,0.26
276,우규민,19삼,1.99,54,0,0,0,2,7,15,7,59.0,20,18,247,58,3,0,7,10,1,6,40,0,0,2.75,4.35,1.15,158.0,98.4,1.99,0.96
277,김민우,22한,1.99,29,1,0,29,6,11,0,0,163.0,82,79,711,143,40,1,16,84,8,8,129,0,13,4.36,4.58,1.39,92.8,89.1,1.99,0.53
278,강재민,20한,1.99,50,0,0,0,1,2,1,14,49.0,16,14,203,41,5,0,3,18,1,0,57,1,2,2.57,3.07,1.20,183.9,156.0,1.99,1.84
279,임기영,21K,1.98,28,0,0,28,8,8,0,0,153.0,85,83,662,155,29,1,15,45,0,11,129,2,6,4.88,4.02,1.31,91.1,110.6,1.98,-0.13
280,탈보트,15한,1.98,30,1,0,30,10,11,0,0,156.1,93,82,695,153,26,1,11,85,4,13,120,4,11,4.72,4.80,1.52,105.5,102.6,1.98,-1.61
281,로저스,18넥,1.97,13,1,0,13,5,4,0,0,83.0,40,35,345,89,7,4,7,16,0,5,65,0,8,3.80,4.12,1.27,135.8,124.2,1.97,0.07
282,최준용,21롯,1.94,44,0,0,0,4,2,1,20,47.1,16,15,195,41,7,0,6,16,3,1,45,0,1,2.85,3.97,1.20,159.4,112.5,1.94,2.28
283,쿠에바스,21K,1.94,23,1,1,23,9,4,0,0,133.1,68,61,580,131,21,3,11,51,0,3,137,0,6,4.12,3.57,1.37,109.1,124.8,1.94,0.02
284,나균안,22롯,1.94,39,0,0,13,3,8,0,2,117.2,55,52,506,125,36,3,5,37,1,3,123,0,6,3.98,2.79,1.38,104.7,146.6,1.94,-0.72
285,구승민,20롯,1.94,57,0,0,0,5,2,0,20,60.1,25,24,238,40,9,0,8,26,2,0,58,0,1,3.58,4.55,1.09,136.1,105.5,1.94,0.94
286,박희수,16S,1.94,51,0,0,0,4,5,26,0,54.2,23,20,237,43,6,0,3,26,3,5,37,0,2,3.29,4.69,1.26,158.5,111.3,1.94,1.75
287,소사,19S,1.93,16,0,0,16,9,3,0,0,94.1,42,40,387,85,6,0,15,23,0,2,96,1,3,3.82,4.23,1.15,111.5,103.0,1.93,1.38
288,김지용,16L,1.92,51,0,0,0,3,4,0,17,63.0,25,25,258,52,10,1,9,18,3,5,56,0,4,3.57,4.82,1.11,142.4,102.1,1.92,1.81
289,홍성민,15롯,1.91,67,0,0,0,4,4,1,8,82.0,38,36,352,85,19,2,8,24,4,10,65,0,4,3.95,4.40,1.33,127.6,111.9,1.91,-1.04
290,박정배,17S,1.91,61,0,0,0,5,3,7,16,68.0,32,27,290,58,12,2,9,33,6,3,49,0,4,3.57,5.34,1.34,140.8,95.0,1.91,1.87
291,파노니,22K,1.90,14,0,0,14,3,4,0,0,82.2,32,24,348,78,6,1,5,24,0,2,73,0,5,2.61,3.30,1.23,156.0,124.2,1.90,0.58
292,박종훈,20S,1.90,29,0,0,28,13,11,0,0,157.1,90,84,691,146,21,3,14,78,1,22,134,0,5,4.81,4.90,1.42,100.4,99.5,1.90,-1.54
293,금민철,18K,1.89,29,0,0,29,8,12,0,0,156.1,104,94,720,212,30,1,19,68,1,7,79,0,10,5.41,5.82,1.79,97.9,89.2,1.89,-3.08
294,김윤동,17K,1.89,65,0,0,1,7,4,11,6,80.1,41,41,356,70,8,1,10,47,3,5,66,1,7,4.59,5.54,1.46,108.2,89.9,1.89,-0.31
295,산체스,18S,1.88,29,0,0,26,8,8,0,1,145.1,90,79,632,161,21,3,26,39,1,7,124,0,12,4.89,5.38,1.38,107.5,98.8,1.88,-1.34
296,진명호,19롯,1.88,60,0,0,0,3,2,0,9,63.1,24,24,273,56,12,0,4,35,4,1,51,0,3,3.41,4.13,1.44,122.9,101.2,1.88,0.68
297,김시훈,22N,1.88,59,0,0,7,4,5,0,11,83.1,35,30,365,75,10,0,7,43,0,4,79,1,2,3.24,4.23,1.42,125.7,97.2,1.88,0.44
298,이정용,21L,1.88,66,0,0,0,3,3,0,15,69.2,25,23,284,55,13,2,4,23,1,1,74,0,0,2.97,2.95,1.12,145.2,146.9,1.88,1.11
299,박세웅,22롯,1.87,28,0,0,28,10,11,0,0,157.1,80,66,679,180,32,4,8,32,1,8,146,0,7,3.78,2.89,1.35,110.3,141.6,1.87,-0.14
300,양훈,15넥,1.86,16,0,0,3,2,1,0,0,38.1,9,6,153,33,6,0,1,14,0,0,15,0,0,1.41,4.27,1.23,353.3,115.3,1.86,0.70
301,심창민,18삼,1.86,59,0,0,0,5,2,17,5,66.1,32,30,284,57,9,2,12,22,2,9,68,0,1,4.07,5.45,1.19,130.3,96.7,1.86,1.28
302,김상수,17넥,1.85,60,0,0,0,0,7,15,9,61.1,29,26,262,59,9,0,8,22,5,3,62,1,5,3.82,4.39,1.32,130.4,110.9,1.85,-2.60
303,장현식,16N,1.84,37,0,0,5,1,3,0,1,76.1,40,38,331,68,13,2,5,43,0,2,59,0,13,4.48,4.87,1.45,113.6,106.1,1.84,-0.30
304,최영필,15K,1.84,59,0,0,0,5,2,0,10,63.0,23,20,247,57,8,0,8,8,0,2,51,0,1,2.86,4.12,1.03,172.6,120.1,1.84,-0.02
305,김영규,22N,1.84,72,0,0,0,2,7,1,13,66.0,26,25,269,56,8,2,5,22,4,7,46,0,3,3.41,4.07,1.18,119.5,101.0,1.84,0.03
306,전상현,19K,1.83,57,0,0,0,1,4,0,15,60.2,21,21,245,45,8,1,3,21,2,2,62,0,2,3.12,3.04,1.09,134.6,138.6,1.83,0.47
307,스트레일리,22롯,1.82,11,0,0,11,4,2,0,0,62.1,24,16,260,54,8,0,5,22,0,6,55,0,2,2.31,3.96,1.22,180.2,102.8,1.82,0.64
308,최금강,15N,1.81,78,0,0,0,6,5,1,14,89.2,40,37,384,77,12,1,11,37,2,11,61,0,12,3.71,5.39,1.27,129.0,90.6,1.81,-1.05
309,고영표,18K,1.80,25,3,1,23,6,9,0,0,142.0,91,81,620,175,27,4,17,25,1,14,134,1,2,5.13,4.31,1.41,103.2,120.6,1.80,-2.00
310,조현우,20K,1.79,54,0,0,0,5,1,1,9,46.2,16,16,196,38,8,1,1,22,1,1,33,0,3,3.09,3.83,1.29,155.7,124.7,1.79,1.06
311,이민호,20L,1.79,20,0,0,16,4,4,0,0,97.2,46,40,434,94,19,0,5,44,1,10,67,1,4,3.69,4.48,1.41,125.6,104.4,1.79,0.54
312,윤지웅,15L,1.78,78,0,0,0,3,1,0,12,62.0,26,26,245,47,6,1,3,17,0,1,54,0,4,3.77,3.37,1.03,124.3,141.5,1.78,1.04
313,정해영,22K,1.78,55,0,0,0,3,7,32,0,56.0,21,21,238,54,12,1,3,18,1,0,43,0,0,3.38,3.41,1.29,120.8,120.0,1.78,1.31
314,이현호,15두,1.77,49,0,0,7,6,1,0,2,86.0,43,40,377,83,6,2,8,35,0,4,87,0,17,4.19,4.16,1.37,112.0,112.5,1.77,-0.18
