순,이름,팀,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
1208,박계범,22두3B,0.02,77,168,145,21,32,8,0,2,46,14,5,3,12,3,1,40,1,6,2,.221,.290,.317,.607,.273,66.4,0.02,-0.89
1209,이정훈,19KC,0.02,7,15,14,0,4,1,0,0,5,3,0,0,0,0,0,1,2,0,1,.286,.267,.357,.624,.277,61.0,0.02,-0.10
1210,안중열,15k롯C,0.02,80,137,125,16,30,10,0,1,43,14,2,0,7,0,0,31,4,4,1,.240,.278,.344,.622,.274,50.0,0.02,-0.62
1211,장영석,16넥1B,0.02,23,33,26,6,5,2,0,0,7,3,0,1,7,0,0,10,1,0,0,.192,.364,.269,.633,.321,73.6,0.02,0.14
1212,고종욱,20SLF,0.02,92,288,272,24,77,9,3,3,101,26,1,3,14,1,0,55,3,0,1,.283,.319,.371,.691,.319,83.6,0.02,-0.46
1213,이범호,19K,0.02,19,31,26,1,6,1,0,1,10,5,0,0,3,0,0,3,1,0,2,.231,.290,.385,.675,.301,78.9,0.02,-0.29
1214,김창평,20S2B,0.02,35,90,78,10,15,4,1,0,21,7,7,0,11,0,0,16,2,0,1,.192,.289,.269,.558,.269,52.3,0.02,0.26
1215,강로한,20롯CF,0.02,16,26,21,6,4,0,0,0,4,1,2,1,4,1,0,6,0,0,0,.190,.346,.190,.537,.287,62.5,0.02,0.17
1216,김사훈,16롯C,0.02,19,36,28,5,9,1,0,0,10,4,0,0,3,0,0,6,1,5,0,.321,.387,.357,.744,.307,68.0,0.02,-0.05
1217,오현근,16롯CF,0.02,19,17,15,4,3,0,0,0,3,2,2,0,2,0,0,5,0,0,0,.200,.294,.200,.494,.254,33.9,0.02,0.00
1218,김은성,21키LF,0.02,6,18,18,1,5,3,0,0,8,2,0,0,0,0,0,6,0,0,0,.278,.278,.444,.722,.327,88.6,0.02,-0.05
1219,박찬도,15삼CF,0.02,117,106,89,32,19,2,1,0,23,9,13,6,8,4,0,25,1,5,0,.213,.307,.258,.565,.264,43.8,0.02,-0.58
1220,권정웅,20삼C,0.02,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.500,.000,.500,.367,113.7,0.02,0.00
1221,정주현,19L2B,0.01,129,425,376,53,87,19,2,2,116,27,15,6,31,1,0,91,10,16,1,.231,.291,.309,.600,.273,60.1,0.01,-0.98
1222,홍명찬,15S,0.01,5,3,3,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.333,.333,.333,.667,.312,88.5,0.01,-0.09
1223,최선호,19삼LF,0.01,17,8,6,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,.167,.375,.167,.542,.298,76.2,0.01,0.02
1224,최정용,16S2B,0.01,48,61,54,10,16,1,1,0,19,2,0,0,3,0,0,16,0,4,0,.296,.333,.352,.685,.300,63.5,0.01,-0.31
1226,김주현,17한1B,0.01,24,43,34,3,9,2,0,0,11,3,0,0,8,1,0,15,0,0,0,.265,.419,.324,.742,.362,109.8,0.01,0.06
1227,양찬열,20두RF,0.01,17,26,22,5,5,0,0,0,5,3,0,0,3,1,0,2,0,0,0,.227,.346,.227,.573,.295,68.5,0.01,-0.00
1228,김찬형,18NSS,0.01,63,160,142,24,33,5,0,1,41,9,4,1,8,8,0,28,1,1,1,.232,.308,.289,.597,.280,55.5,0.01,-0.52
1229,박유연,22두C,0.01,13,19,17,0,4,0,0,0,4,2,0,0,1,1,0,5,1,0,0,.235,.316,.235,.551,.276,64.6,0.01,0.04
1230,윤진호,17L3B,0.01,14,3,3,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,.333,.333,.333,.667,.309,73.2,0.01,-0.13
1234,김대우,16롯,0.01,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.500,.000,.500,.373,108.5,0.01,-0.01
1235,조평호,17N3B,0.01,29,52,44,4,10,3,0,1,16,4,0,1,6,1,0,13,2,1,0,.227,.333,.364,.697,.315,78.2,0.01,-0.48
1236,김연훈,15S2B,0.01,49,73,60,4,16,1,0,1,20,3,0,1,6,1,0,18,0,5,1,.267,.338,.333,.672,.294,66.4,0.01,-0.48
1240,안중열,22롯C,0.01,33,84,71,8,11,0,0,2,17,2,0,1,11,2,0,19,2,0,0,.155,.286,.239,.525,.262,55.7,0.01,-0.51
1241,김병휘,21키2B,0.01,12,11,10,5,2,0,0,0,2,0,0,0,1,0,0,2,0,0,0,.200,.273,.200,.473,.241,33.9,0.01,-0.05
1244,박유연,17두C,0.01,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.333,.333,.333,.667,.309,73.4,0.01,-0.01
1245,정병곤,19두2B,0.01,20,31,27,6,5,1,0,0,6,4,0,0,2,2,0,4,2,0,0,.185,.290,.222,.513,.259,50.9,0.01,-0.40
1248,김민수,19롯3B,0.00,11,37,34,0,8,3,0,0,11,1,0,0,1,2,0,14,2,0,0,.235,.297,.324,.621,.295,74.5,0.00,-0.28
1249,이정범,22SRF,0.00,7,11,11,2,3,0,0,0,3,1,0,0,0,0,0,2,0,0,0,.273,.273,.273,.546,.257,53.0,0.00,-0.03
1253,이형종,16LLF,0.00,61,147,124,14,35,4,2,1,46,14,1,0,15,2,0,20,3,5,1,.282,.366,.371,.737,.335,83.6,0.00,-0.16
1274,김지수,19키3B,0.00,69,32,30,3,8,2,0,0,10,3,0,0,2,0,0,7,1,0,0,.267,.313,.333,.646,.305,79.9,0.00,-0.05
1275,윤요섭,17kDH,0.00,22,43,39,6,9,1,0,2,16,6,0,0,4,0,0,7,1,0,0,.231,.302,.410,.713,.315,76.6,0.00,-0.10
1278,박기혁,15kSS,0.00,126,350,300,27,84,13,1,1,102,30,3,0,30,3,0,84,10,16,1,.280,.350,.340,.690,.311,71.7,0.00,-1.06
1280,양원혁,15L,0.00,3,2,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,.468,177.7,0.00,-0.00
1281,김호은,20L1B,0.00,69,112,103,12,25,5,0,2,36,11,0,0,7,2,0,14,2,0,0,.243,.304,.350,.653,.303,77.5,0.00,0.74
1284,장준원,20L3B,0.00,46,68,60,10,13,3,0,1,19,6,0,0,6,0,0,7,2,1,1,.217,.284,.317,.600,.275,58.5,0.00,-0.04
1292,신준우,22키SS,0.00,76,54,43,6,6,3,0,0,9,0,0,0,7,2,0,19,0,2,0,.140,.289,.209,.498,.246,45.5,0.00,-0.23
1296,양성우,16한RF,0.00,108,446,384,52,104,12,4,4,136,53,5,2,39,9,0,67,6,8,6,.271,.347,.354,.701,.324,76.1,0.00,0.47
1297,이시찬,15한2B,0.00,34,72,64,7,18,1,0,0,19,6,1,1,4,1,0,12,3,1,2,.281,.324,.297,.621,.290,56.7,0.00,-0.39
1927,이명기,21키1B,-0.00,3,8,6,0,1,0,0,0,1,1,0,0,2,0,0,3,0,0,0,.167,.375,.167,.542,.304,76.8,-0.00,-0.04
1928,한석현,20LRF,-0.00,9,3,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,.000,.333,.000,.333,.244,37.1,-0.00,-0.00
1930,전민재,18두3B,-0.00,12,8,8,2,3,1,0,0,4,3,0,0,0,0,0,2,1,0,0,.375,.375,.500,.875,.385,125.2,-0.00,-0.06
1932,박정음,20키CF,-0.00,86,47,43,20,8,0,1,0,10,2,9,1,2,2,0,14,0,0,0,.186,.255,.233,.488,.238,28.9,-0.00,-0.14
1933,오준혁,21SDH,-0.00,26,50,46,7,10,2,0,2,18,5,0,0,4,0,0,15,2,0,0,.217,.280,.391,.671,.309,76.5,-0.00,-0.18
1934,이진석,15SCF,-0.00,6,2,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,.500,.500,.500,1.000,.468,190.7,-0.00,-0.01
1936,김준완,21NRF,-0.00,13,14,12,3,2,0,1,0,4,1,0,0,2,0,0,0,0,0,0,.167,.286,.333,.619,.292,63.3,-0.00,-0.08
1937,백동훈,20두RF,-0.00,27,19,16,5,3,1,0,0,4,0,0,0,1,2,0,4,0,0,0,.188,.316,.250,.566,.286,64.3,-0.00,-0.41
1938,김규민,17넥CF,-0.00,14,23,21,5,5,0,1,0,7,2,0,0,1,1,0,6,0,0,0,.238,.304,.333,.638,.293,59.3,-0.00,0.02
1939,이성우,20LC,-0.00,72,88,77,7,18,1,0,3,28,11,0,0,6,0,0,14,3,5,0,.234,.289,.364,.653,.282,64.4,-0.00,-0.28
1940,김형준,19NC,-0.00,55,119,107,13,24,5,0,2,35,9,0,0,8,0,0,24,1,4,0,.224,.278,.327,.605,.274,58.5,-0.00,-1.08
1941,김지수,15넥2B,-0.00,104,151,132,23,31,7,0,0,38,13,2,1,9,2,0,27,2,7,1,.235,.292,.288,.580,.261,41.2,-0.00,-0.69
1942,김주형,19키2B,-0.00,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.00,-0.00
1943,변우혁,19한1B,-0.01,29,61,53,7,12,1,0,1,16,2,0,0,7,1,0,17,3,0,0,.226,.328,.302,.630,.306,84.3,-0.01,-0.35
1945,박성준,15L2B,-0.01,11,12,10,3,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,.200,.333,.200,.533,.278,53.1,-0.01,0.01
1947,최병연,15KSS,-0.01,19,7,6,2,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,.167,.286,.167,.452,.242,26.5,-0.01,0.10
1948,이정훈,17KC,-0.01,4,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,.000,.333,.000,.333,.252,36.2,-0.01,-0.00
1949,오정환,21K2B,-0.01,9,18,17,1,4,1,0,0,5,2,0,0,1,0,0,9,0,0,0,.235,.278,.294,.572,.274,53.2,-0.01,-0.02
1950,신민재,19L2B,-0.01,81,93,80,25,19,3,0,0,22,5,10,8,8,3,0,17,0,1,1,.238,.326,.275,.601,.291,72.2,-0.01,-0.18
1951,김사연,15kRF,-0.01,72,248,228,31,58,7,1,7,88,27,15,5,16,1,1,75,3,3,0,.254,.306,.386,.692,.307,70.6,-0.01,-0.81
1952,박재욱,20LC,-0.01,15,17,15,0,4,0,0,0,4,1,0,0,0,1,0,4,2,1,0,.267,.313,.267,.579,.266,49.2,-0.01,-0.22
1953,최정민,15S2B,-0.01,8,15,13,1,4,0,0,0,4,2,0,0,1,0,0,3,0,1,0,.308,.357,.308,.665,.298,69.4,-0.01,0.05
1955,이재홍,22키3B,-0.01,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.250,.250,.250,.500,.236,40.7,-0.01,-0.06
1956,전민수,20LRF,-0.01,4,6,5,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,.200,.333,.200,.533,.279,57.8,-0.01,-0.11
1957,박주홍,22키LF,-0.01,21,57,49,4,11,1,1,0,14,3,0,0,8,0,1,18,1,0,0,.224,.333,.286,.619,.294,78.7,-0.01,-0.22
1958,고영우,16KSS,-0.01,63,81,70,18,15,3,0,0,18,4,3,2,7,3,0,15,1,1,0,.214,.313,.257,.570,.280,47.6,-0.01,-0.75
1959,윤여운,19NC,-0.01,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,.250,.250,.250,.500,.236,32.5,-0.01,0.01
1962,이병휘,18두2B,-0.01,28,24,22,5,6,1,0,0,7,2,1,1,1,1,0,6,1,0,0,.273,.333,.318,.652,.305,71.2,-0.01,-0.13
1963,고명성,21KSS,-0.01,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.01,-0.00
1964,이창섭,15NSS,-0.01,16,8,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,.000,.375,.000,.375,.275,49.8,-0.01,-0.01
1965,윤수강,20NC,-0.01,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.250,.250,.250,.500,.235,29.8,-0.01,0.00
1966,유재신,16넥CF,-0.01,93,74,62,20,16,0,0,0,16,6,16,7,10,0,0,12,0,2,0,.258,.361,.258,.619,.305,62.5,-0.01,-0.41
1967,장규현,21한C,-0.02,7,12,12,0,3,1,0,0,4,1,0,0,0,0,0,4,1,0,0,.250,.250,.333,.583,.270,54.8,-0.02,-0.05
1968,김응민,19삼C,-0.02,8,13,13,0,3,1,0,0,4,0,0,0,0,0,0,6,1,0,0,.231,.231,.308,.539,.247,40.6,-0.02,-0.28
1969,백용환,22한,-0.02,4,5,5,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,.200,.200,.400,.600,.264,58.0,-0.02,-0.14
1970,이영욱,15삼RF,-0.02,38,26,22,8,5,2,0,0,7,2,0,1,3,1,0,10,0,0,0,.227,.346,.318,.664,.320,79.1,-0.02,-0.08
1971,조수행,20두RF,-0.02,44,40,38,12,10,0,0,0,10,4,3,2,2,0,0,6,0,0,0,.263,.300,.263,.563,.272,52.5,-0.02,0.14
1972,정주후,20K2B,-0.02,10,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,.500,.000,.500,.367,116.6,-0.02,-0.07
1973,송광민,15한3B,-0.02,12,41,37,2,9,2,0,0,11,1,0,0,2,1,0,11,1,1,0,.243,.300,.297,.597,.276,48.0,-0.02,-0.25
1974,김사훈,19롯C,-0.02,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.02,-0.03
1975,도태훈,16N3B,-0.02,6,7,6,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,.167,.286,.167,.452,.245,28.3,-0.02,0.04
1976,윤정우,18SLF,-0.02,22,43,40,6,10,2,0,1,15,2,2,1,2,1,0,7,4,0,0,.250,.302,.375,.677,.302,68.2,-0.02,-0.03
1977,오준혁,17K,-0.02,14,13,12,1,3,0,0,0,3,1,0,0,1,0,0,3,0,0,0,.250,.308,.250,.558,.270,47.5,-0.02,-0.24
1978,류효승,20SDH,-0.02,8,9,8,2,1,0,0,1,4,2,0,0,1,0,0,4,0,0,0,.125,.222,.500,.722,.300,62.8,-0.02,-0.05
1979,김원석,16한RF,-0.02,11,9,8,2,2,0,0,0,2,0,0,0,1,0,0,5,0,0,0,.250,.333,.250,.583,.293,56.3,-0.02,-0.08
1980,서상우,17L,-0.02,10,17,13,4,1,0,0,1,4,2,1,0,3,1,1,8,0,0,0,.077,.294,.308,.602,.257,48.5,-0.02,-0.01
1981,최민창,17LRF,-0.02,13,33,29,1,8,0,0,0,8,2,0,1,3,0,0,7,0,0,1,.276,.333,.276,.609,.291,61.7,-0.02,0.04
1982,서예일,21두3B,-0.02,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.02,-0.03
1983,김재호,21두SS,-0.02,89,251,211,23,44,8,0,1,55,24,1,1,29,2,0,34,7,6,3,.209,.306,.261,.567,.275,58.2,-0.02,-1.73
1984,김민성,22L3B,-0.02,92,157,140,16,29,4,0,3,42,20,0,1,10,3,0,27,4,3,1,.207,.273,.300,.573,.265,61.8,-0.02,-0.07
1985,권정웅,21삼C,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.02,-0.02
1986,박용근,16k3B,-0.02,31,86,74,5,17,4,1,1,26,6,0,1,11,0,0,14,1,0,1,.230,.326,.351,.677,.316,71.0,-0.02,-0.10
1987,박민석,19KSS,-0.02,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.02,-0.00
1988,문찬종,20키SS,-0.02,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.02,0.00
1989,최정용,19K2B,-0.02,8,21,21,4,6,0,0,0,6,1,0,0,0,0,0,10,0,0,0,.286,.286,.286,.571,.270,53.6,-0.02,-0.09
1990,홍현빈,18KLF,-0.02,14,15,13,2,3,0,0,0,3,1,1,0,2,0,0,5,0,0,0,.231,.333,.231,.564,.281,52.8,-0.02,-0.02
1991,노수광,22한LF,-0.02,117,361,315,33,72,18,6,4,114,30,17,6,32,1,1,107,2,10,3,.229,.299,.362,.661,.296,80.3,-0.02,-0.45
1992,이유찬,19두DH,-0.02,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.02,0.00
1993,강구성,18N,-0.02,4,5,5,0,1,1,0,0,2,1,0,0,0,0,0,3,0,0,0,.200,.200,.400,.600,.248,36.5,-0.02,-0.12
1994,최준우,19S2B,-0.02,15,36,33,3,7,2,0,0,9,0,0,0,3,0,0,3,2,0,0,.212,.278,.273,.551,.265,54.8,-0.02,-0.21
1995,고우석,22L,-0.02,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.02,-0.05
1996,강승호,18LS2B,-0.02,69,212,184,14,47,10,0,3,66,31,1,1,18,3,0,57,2,6,1,.255,.330,.359,.689,.305,71.8,-0.02,-0.23
1997,전경원,22S,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.02,-0.00
1998,문선재,19KLF,-0.02,29,61,49,7,8,0,0,3,17,6,2,1,9,1,0,18,0,0,2,.163,.295,.347,.642,.298,76.9,-0.02,-0.47
1999,김재윤,19KP,-0.02,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.02,-0.05
2000,나지완,22K,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.02,0.00
2001,정성종,19롯,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.02,-0.06
2002,오태양,21N,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.02,0.00
2003,양우현,19삼,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.02,0.00
2004,박상언,21한,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.02,-0.00
2006,강구성,15N,-0.02,4,5,5,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.200,.200,.400,.600,.254,35.3,-0.02,0.17
2007,박시원,20N,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.02,-0.00
2008,조원빈,18NSS,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.02,0.00
2009,전민재,21두3B,-0.02,9,5,4,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,.250,.200,.250,.450,.192,0.1,-0.02,0.05
2010,박찬도,19삼RF,-0.02,30,34,32,10,9,1,0,0,10,2,0,1,2,0,1,10,0,0,0,.281,.324,.313,.636,.291,72.6,-0.02,-0.37
2011,이준수,18KC,-0.02,11,10,8,0,2,0,0,0,2,1,0,0,0,1,0,1,1,1,0,.250,.333,.250,.583,.259,40.6,-0.02,0.05
2012,라이블리,20삼,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.02,-0.00
2013,조형우,22SC,-0.02,9,13,12,2,2,1,0,0,3,1,0,0,1,0,0,3,0,0,0,.167,.231,.250,.481,.229,33.2,-0.02,-0.10
2014,조정원,15한,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.02,-0.00
2015,김응민,18삼,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.02,0.00
2016,조수행,17두RF,-0.02,80,52,47,17,13,2,0,0,15,2,3,2,4,1,0,12,0,0,0,.277,.346,.319,.665,.315,79.0,-0.02,-0.27
2017,안치영,19K3B,-0.02,5,7,6,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,.167,.286,.167,.452,.242,38.2,-0.02,-0.15
2018,최병연,17KSS,-0.02,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.02,0.00
2019,정진철,16두,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-133.8,-0.02,0.00
2020,윤도경,15k,-0.02,4,4,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,.250,.250,.250,.500,.234,20.7,-0.02,-0.07
2021,지시완,15한C,-0.02,9,12,12,1,3,1,0,0,4,0,0,0,0,0,0,5,0,0,0,.250,.250,.333,.583,.262,38.2,-0.02,-0.06
2023,최영진,15두,-0.03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.03,0.00
2024,채상현,17넥RF,-0.03,5,12,10,0,3,0,0,0,3,0,1,0,1,0,1,3,1,1,0,.300,.364,.300,.664,.253,36.8,-0.03,-0.23
2025,박정진,15한P,-0.03,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.03,-0.00
2026,김성민,19SDH,-0.03,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,.250,.250,.250,.500,.236,33.0,-0.03,-0.07
2027,강지광,18S,-0.03,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.03,0.00
2028,이도윤,18한,-0.03,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.03,0.08
2029,이윤재,18S,-0.03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.03,0.00
2030,김만수,16k,-0.03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,.000,-133.8,-0.03,-0.00
2031,김준완,19NRF,-0.03,8,19,16,0,4,0,0,0,4,1,0,0,2,0,0,2,0,0,1,.250,.316,.250,.566,.275,59.2,-0.03,-0.41
2032,임익준,17한2B,-0.03,30,47,36,7,9,1,0,0,10,2,1,0,7,0,0,8,2,4,0,.250,.372,.278,.650,.293,63.1,-0.03,-0.14
2033,추재현,19키RF,-0.03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.03,0.00
2034,김재유,17롯CF,-0.03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.03,-0.08
2035,박준혁,18한RF,-0.03,4,5,5,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,.200,.200,.400,.600,.248,32.9,-0.03,-0.09
2036,김건형,21KRF,-0.03,11,39,33,4,7,1,0,0,8,0,1,0,6,0,1,6,0,0,0,.212,.333,.242,.576,.283,60.4,-0.03,0.06
2037,강민국,22키SS,-0.03,3,4,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,.000,.250,.000,.250,.179,0.8,-0.03,0.24
2038,지석훈,20N3B,-0.03,87,142,121,22,25,8,0,1,36,12,1,0,15,2,0,33,4,2,2,.207,.300,.298,.598,.281,57.8,-0.03,-0.86
2039,이창열,17한DH,-0.03,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.03,-0.06
2040,김세민,22롯2B,-0.03,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,.000,.500,.000,.500,.179,-1.5,-0.03,0.00
2041,김종민,19한C,-0.03,10,21,20,2,4,0,0,1,7,1,0,0,0,0,0,7,1,1,0,.200,.200,.350,.550,.234,36.5,-0.03,-0.37
2043,김강현,20롯C,-0.03,5,4,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,.000,.250,.000,.250,.183,-5.1,-0.03,-0.00
2044,김기연,22LC,-0.03,12,9,9,0,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,.222,.222,.222,.444,.210,19.1,-0.03,-0.06
2045,김문호,18롯LF,-0.03,46,115,100,12,25,7,0,2,38,16,1,0,13,0,1,27,2,2,0,.250,.336,.380,.716,.314,76.3,-0.03,0.44
2046,황진수,19롯3B,-0.03,6,4,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,.000,.250,.000,.250,.180,-3.7,-0.03,0.03
2047,이인행,18K,-0.03,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.03,0.00
2048,정주후,17k2B,-0.03,7,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.03,0.02
2049,강민국,18N,-0.03,6,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.250,.250,.250,.500,.230,23.9,-0.03,-0.00
2050,이해창,15kC,-0.03,5,4,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,.000,.250,.000,.250,.190,-8.4,-0.03,-0.01
2051,박정권,19S1B,-0.03,18,37,32,5,6,1,0,1,10,5,0,0,5,0,0,11,0,0,0,.188,.297,.313,.610,.291,69.4,-0.03,-0.63
2052,정준혁,19롯LF,-0.03,6,11,11,1,3,0,0,0,3,1,0,0,0,0,0,6,0,0,0,.273,.273,.273,.546,.258,49.2,-0.03,-0.03
2053,도태훈,20N3B,-0.04,11,13,11,0,2,0,0,0,2,1,0,0,2,0,0,3,0,0,0,.182,.308,.182,.490,.258,43.5,-0.04,-0.18
2054,김수환,21키1B,-0.04,13,43,40,5,8,2,0,2,16,5,0,0,2,0,0,17,2,0,1,.200,.233,.400,.633,.281,65.6,-0.04,-0.08
2055,박민,22KSS,-0.04,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.04,-0.01
2056,우동균,16삼RF,-0.04,33,82,68,14,15,1,0,2,22,10,0,0,12,0,0,10,0,1,1,.221,.333,.324,.657,.309,67.1,-0.04,0.38
2057,임석진,22K3B,-0.04,10,17,14,4,1,0,0,1,4,1,0,0,2,1,0,9,1,0,0,.071,.235,.286,.521,.251,46.4,-0.04,-0.15
2058,김수산,19키2B,-0.04,5,10,8,1,1,0,0,0,1,0,0,0,2,0,0,2,1,0,0,.125,.300,.125,.425,.239,36.8,-0.04,-0.21
2059,이학주,21삼SS,-0.04,66,174,155,17,32,8,0,4,52,20,2,2,14,1,0,61,3,4,0,.206,.277,.335,.612,.282,60.5,-0.04,-0.39
2060,최민창,22LLF,-0.04,4,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.200,.200,.200,.400,.189,4.9,-0.04,-0.15
2061,류형우,19L1B,-0.04,10,12,11,2,2,0,0,0,2,1,0,0,1,0,0,3,1,0,0,.182,.250,.182,.432,.218,21.0,-0.04,0.03
2062,이대수,18S2B,-0.04,4,6,5,1,1,1,0,0,2,0,0,0,0,0,0,2,0,1,0,.200,.200,.400,.600,.207,12.3,-0.04,-0.01
