순,이름,팀,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
2063,이천웅,22L,-0.04,19,23,20,3,4,0,0,0,4,0,0,0,3,0,0,3,0,0,0,.200,.304,.200,.504,.258,52.1,-0.04,-0.01
2064,김선민,16k2B,-0.04,32,63,50,7,11,0,0,0,11,2,3,1,10,1,0,14,3,2,0,.220,.361,.220,.581,.296,57.1,-0.04,-0.21
2065,이유찬,22두SS,-0.04,13,31,29,3,7,0,0,1,10,2,1,1,0,0,0,12,0,1,1,.241,.233,.345,.578,.250,51.6,-0.04,-0.18
2067,서상우,19LDH,-0.04,13,24,21,2,5,1,0,0,6,1,0,0,3,0,0,8,1,0,0,.238,.333,.286,.619,.303,79.6,-0.04,-0.22
2068,남태혁,17kDH,-0.04,31,68,60,8,15,1,0,2,22,11,0,0,6,1,0,20,0,0,1,.250,.324,.367,.690,.313,75.5,-0.04,-0.08
2069,프레이타스,21키DH,-0.04,43,148,139,13,36,10,0,2,52,14,0,0,7,1,0,29,7,0,1,.259,.297,.374,.671,.313,81.8,-0.04,-0.65
2070,권민석,22두3B,-0.04,16,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.04,-0.02
2071,박정우,22KCF,-0.04,14,3,3,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,.333,.333,.333,.667,.314,91.8,-0.04,0.11
2072,이주형,21키DH,-0.04,5,11,10,1,1,0,0,1,4,3,0,0,1,0,0,7,0,0,0,.100,.182,.400,.582,.254,55.4,-0.04,0.19
2073,문상인,20KC,-0.04,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.04,-0.03
2075,김응민,21삼C,-0.04,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.04,-0.06
2076,이인행,19KRF,-0.04,9,20,16,1,3,1,0,0,4,2,0,0,2,1,0,6,1,1,0,.188,.316,.250,.566,.270,56.0,-0.04,0.06
2077,이명기,22키DH,-0.04,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.250,.250,.250,.500,.236,40.7,-0.04,-0.06
2078,최정민,20K2B,-0.04,24,10,8,12,1,0,0,0,1,2,1,0,2,0,0,1,0,0,0,.125,.300,.125,.425,.241,31.3,-0.04,-0.12
2079,주현상,16한,-0.04,15,8,8,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,.250,.250,.250,.500,.236,19.0,-0.04,-0.09
2080,이시원,16한RF,-0.04,17,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-133.8,-0.04,-0.06
2081,홍현빈,22KRF,-0.04,61,92,76,8,18,2,0,0,20,1,4,0,10,0,0,26,1,6,0,.237,.326,.263,.589,.271,60.2,-0.04,-0.77
2082,백승현,18LSS,-0.05,5,8,8,1,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,.250,.250,.250,.500,.230,20.5,-0.05,0.02
2083,안익훈,22L,-0.05,14,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.250,.000,.250,.179,-1.6,-0.05,-0.03
2085,박승규,21삼LF,-0.05,59,78,66,13,12,1,0,3,22,5,1,1,9,2,0,9,4,1,0,.182,.299,.333,.632,.299,69.3,-0.05,-0.27
2086,홍창기,18LLF,-0.05,12,25,18,1,3,2,0,0,5,0,0,1,7,0,0,8,0,0,0,.167,.400,.278,.678,.339,96.1,-0.05,-0.02
2087,허관회,22한DH,-0.05,15,25,23,3,5,2,0,0,7,1,1,0,1,0,0,7,2,1,0,.217,.250,.304,.554,.247,46.3,-0.05,0.08
2088,김재현,20삼SS,-0.05,35,18,14,4,2,0,0,0,2,4,0,0,3,0,0,3,1,1,0,.143,.294,.143,.437,.227,23.3,-0.05,-0.01
2089,임익준,16한SS,-0.05,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-133.8,-0.05,-0.06
2090,이양기,16한LF,-0.05,17,58,52,5,15,2,0,1,20,9,0,0,2,2,0,8,6,1,1,.288,.333,.385,.718,.324,76.0,-0.05,0.51
2091,문성주,18L,-0.05,5,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.333,.333,.333,.667,.307,70.9,-0.05,-0.05
2092,윤여운,15kC,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.05,0.00
2093,김철호,19N,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.00
2094,홍재호,19K2B,-0.05,10,20,19,2,4,0,0,0,4,0,0,0,1,0,0,5,1,0,0,.211,.250,.211,.461,.225,25.2,-0.05,0.17
2095,고명성,18KSS,-0.05,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.05,-0.01
2096,강동관,16롯C,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-133.8,-0.05,-0.00
2097,이태훈,21삼,-0.05,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.05,-0.00
2098,김현준,21삼RF,-0.05,13,4,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,.250,.250,.250,.500,.240,33.2,-0.05,-0.01
2099,오태양,22N,-0.05,15,4,3,5,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,.000,.250,.000,.250,.187,5.4,-0.05,-0.16
2100,박준혁,19한LF,-0.05,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.00
2101,최민창,21LCF,-0.05,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.05,0.00
2102,정상호,18LC,-0.05,70,128,112,11,25,4,0,1,32,9,0,1,8,5,0,35,3,3,0,.223,.304,.286,.590,.272,50.4,-0.05,-1.22
2103,최우재,21N,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.05,-0.01
2104,김호은,22L1B,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.05,-0.06
2105,최용제,16두C,-0.05,4,11,9,0,2,0,0,0,2,1,0,0,1,0,0,2,1,1,0,.222,.300,.222,.522,.240,21.2,-0.05,-0.12
2106,이재현,22삼SS,-0.05,75,239,230,23,54,4,0,7,79,23,0,0,5,1,0,44,6,3,0,.235,.254,.343,.598,.271,59.0,-0.05,-0.82
2107,김웅빈,22키DH,-0.05,45,135,115,17,26,5,1,1,36,11,0,2,13,4,1,38,2,3,0,.226,.326,.313,.639,.297,81.5,-0.05,-0.84
2108,해즐베이커,19KCF,-0.05,11,46,41,5,6,2,0,2,14,5,1,1,4,1,0,18,0,0,0,.146,.239,.341,.581,.268,55.2,-0.05,0.22
2109,신성현,21두3B,-0.05,11,15,11,3,2,0,0,0,2,0,0,0,3,1,0,6,0,0,0,.182,.400,.182,.582,.327,90.7,-0.05,0.05
2110,유서준,21SCF,-0.05,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.05,-0.00
2111,전현태,15K,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.05,-0.08
2112,지석훈,21N2B,-0.05,28,43,34,6,5,1,0,0,6,2,0,0,6,2,0,12,0,0,1,.147,.302,.176,.479,.259,45.6,-0.05,0.02
2113,이성곤,17두LF,-0.05,4,5,5,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.200,.200,.200,.400,.185,-8.7,-0.05,-0.00
2114,김재현,19삼2B,-0.05,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.03
2115,송승환,19두,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.00
2116,신본기,17롯SS,-0.05,128,381,325,49,77,11,0,5,103,47,5,2,25,13,1,76,8,13,5,.237,.313,.317,.629,.282,55.5,-0.05,0.28
2117,김성윤,18삼CF,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.05,-0.16
2118,박준혁,20KRF,-0.05,12,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.05,-0.00
2119,이우성,17두,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.05,-0.29
2120,이호연,21롯,-0.05,7,11,9,0,2,0,0,0,2,1,0,0,1,0,0,1,1,0,1,.222,.273,.222,.495,.241,33.3,-0.05,-0.49
2121,강민국,15N2B,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.05,-0.03
2122,황진수,15롯,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.05,-0.01
2123,채기영,15한RF,-0.05,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.05,-0.05
2124,이현동,19삼RF,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.07
2125,김창혁,18한C,-0.05,6,10,10,1,2,1,0,0,3,0,0,0,0,0,0,3,0,0,0,.200,.200,.300,.500,.216,12.5,-0.05,0.03
2126,이종환,17한,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.05,-0.33
2127,김창혁,19한C,-0.05,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,0.00
2128,장시윤,18L3B,-0.05,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.05,-0.03
2129,황수현,15KRF,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.05,-0.00
2130,김용의,20L1B,-0.05,101,75,70,28,19,1,1,1,25,12,7,3,3,0,0,15,2,1,1,.271,.297,.357,.654,.295,69.6,-0.05,0.06
2131,강지광,17넥RF,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.05,-0.07
2132,유민상,15두DH,-0.06,15,45,38,5,10,1,0,1,14,6,1,0,5,1,0,9,1,0,1,.263,.356,.368,.724,.336,95.9,-0.06,0.30
2133,이호연,20롯1B,-0.06,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.06,-0.00
2134,최재훈,16두C,-0.06,22,22,18,1,3,1,0,0,4,4,0,0,2,1,0,2,1,0,1,.167,.273,.222,.495,.247,27.2,-0.06,-0.19
2135,김석환,18K1B,-0.06,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.06,0.00
2136,나성용,15LDH,-0.06,40,79,73,7,20,2,0,3,31,9,0,0,4,2,0,29,2,0,0,.274,.329,.425,.754,.339,99.7,-0.06,-0.31
2137,김동엽,18SLF,-0.06,124,446,421,58,106,15,0,27,202,76,11,2,17,4,0,108,13,1,3,.252,.285,.480,.765,.321,77.8,-0.06,0.16
2138,최민재,19SRF,-0.06,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.06,-0.08
2139,황윤호,21K3B,-0.06,6,19,17,2,3,0,0,0,3,0,0,0,1,1,0,3,1,0,0,.176,.263,.176,.440,.231,26.1,-0.06,-0.18
2140,문상인,22K,-0.06,12,3,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,.000,.000,.000,.000,.000,-124.0,-0.06,-0.01
2141,황동채,15롯RF,-0.06,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.06,-0.06
2142,김혜성,17넥SS,-0.06,16,17,16,1,3,2,0,0,5,2,0,0,1,0,0,6,0,0,0,.188,.235,.313,.548,.246,28.4,-0.06,0.01
2143,문찬종,21키2B,-0.06,12,17,14,0,2,0,0,0,2,1,0,0,3,0,0,4,1,0,0,.143,.294,.143,.437,.243,35.7,-0.06,-0.12
2144,김만수,17kC,-0.06,10,6,6,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,.167,.167,.167,.333,.155,-30.7,-0.06,-0.08
2145,이우성,16두DH,-0.06,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.200,.200,.200,.400,.189,-13.1,-0.06,-0.02
2146,이거연,20SDH,-0.06,8,10,8,1,1,0,0,0,1,0,0,0,2,0,0,6,0,0,0,.125,.300,.125,.425,.241,31.3,-0.06,0.02
2147,김민수,18삼C,-0.06,8,6,6,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,.167,.167,.167,.333,.153,-27.9,-0.06,-0.09
2148,전민수,22NDH,-0.06,20,41,40,3,11,2,0,0,13,2,0,0,1,0,0,14,0,0,0,.275,.293,.325,.618,.289,76.6,-0.06,0.26
2149,성의준,16삼3B,-0.06,24,23,20,2,3,0,0,1,6,2,0,0,2,1,0,4,0,0,0,.150,.261,.300,.561,.263,36.8,-0.06,0.04
2150,정훈,19롯1B,-0.06,88,222,190,26,43,4,1,2,55,17,4,3,23,5,1,47,4,3,1,.226,.324,.289,.614,.293,73.4,-0.06,-0.59
2151,조평호,16NDH,-0.06,3,7,6,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,.167,.286,.167,.452,.242,24.4,-0.06,-0.30
2152,신민재,21L2B,-0.06,32,27,23,8,3,0,0,0,3,2,2,1,4,0,0,6,0,0,0,.130,.259,.130,.390,.216,17.1,-0.06,-0.32
2153,국해성,19두RF,-0.06,21,41,35,2,6,3,0,0,9,2,0,0,5,1,0,13,3,0,0,.171,.293,.257,.550,.272,60.3,-0.06,-0.65
2154,조홍석,15롯,-0.06,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.06,-0.00
2155,김민혁,18두DH,-0.06,22,58,53,7,12,2,0,2,20,10,0,0,5,0,0,19,3,0,0,.226,.293,.377,.671,.296,69.8,-0.06,0.20
2156,김재호,22두SS,-0.06,102,264,223,26,48,7,0,1,58,21,0,2,28,2,0,33,5,7,4,.215,.304,.260,.564,.267,60.6,-0.06,-1.91
2157,화이트,20SDH,-0.06,9,30,22,3,3,1,0,1,7,4,0,0,6,2,0,1,0,0,0,.136,.367,.318,.685,.337,92.6,-0.06,0.02
2158,이상호,22L2B,-0.06,60,80,72,9,18,2,0,0,20,5,1,2,4,1,0,6,1,3,0,.250,.299,.278,.577,.267,59.5,-0.06,-0.24
2159,김주현,21롯DH,-0.06,8,17,16,1,4,0,0,0,4,0,0,0,1,0,0,6,0,0,0,.250,.294,.250,.544,.269,51.5,-0.06,-0.34
2160,정상호,21SC,-0.06,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.06,-0.02
2161,이대형,19K,-0.07,18,19,14,2,2,1,0,0,3,4,0,0,4,0,0,5,0,0,1,.143,.316,.214,.530,.271,58.6,-0.07,-0.10
2162,이현석,19SC,-0.07,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.07,-0.03
2163,양성우,20한LF,-0.07,5,9,9,1,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,.222,.222,.222,.444,.209,14.1,-0.07,-0.06
2164,강로한,15롯2B,-0.07,22,8,8,2,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,.125,.125,.125,.250,.117,-47.6,-0.07,0.12
2165,김재현,20키C,-0.07,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.07,-0.01
2166,홍창기,16LLF,-0.07,3,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.200,.000,.200,.155,-33.5,-0.07,-0.07
2167,서예일,19두3B,-0.07,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.07,0.00
2168,지석훈,19N3B,-0.07,76,169,149,15,34,9,0,2,49,15,0,1,10,6,1,37,6,2,2,.228,.299,.329,.628,.290,69.9,-0.07,0.44
2169,김용의,21L1B,-0.07,102,41,27,19,4,2,0,0,6,2,6,0,9,0,0,5,1,4,1,.148,.351,.222,.574,.273,57.4,-0.07,0.36
2170,권민석,20두3B,-0.07,55,57,50,6,13,2,0,0,15,7,1,0,3,0,0,15,0,2,2,.260,.291,.300,.591,.266,49.2,-0.07,-0.45
2171,이성규,16삼3B,-0.07,6,6,4,2,1,0,0,0,1,0,0,0,0,0,0,3,0,2,0,.250,.250,.250,.500,.157,-31.1,-0.07,-0.08
2172,이민재,15LCF,-0.07,28,34,30,6,8,1,0,0,9,4,0,1,1,1,0,8,0,1,1,.267,.303,.300,.603,.274,49.4,-0.07,-0.06
2173,오명진,21두,-0.07,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.07,0.00
2174,최정민,18K2B,-0.07,57,95,83,17,21,2,0,2,29,6,1,3,7,1,0,20,2,4,0,.253,.319,.349,.668,.291,63.0,-0.07,-0.36
2175,강병의,15L2B,-0.07,8,3,3,0,1,0,0,0,1,0,1,2,0,0,0,1,0,0,0,.333,.333,.333,.667,.312,72.1,-0.07,-0.05
2176,박재욱,16LC,-0.07,26,50,47,5,12,2,0,0,14,4,0,0,2,0,0,9,3,1,0,.255,.286,.298,.584,.270,40.7,-0.07,-0.22
2177,송성문,15넥2B,-0.07,7,12,12,0,3,0,0,0,3,1,0,0,0,0,0,3,0,0,0,.250,.250,.250,.500,.234,24.2,-0.07,-0.09
2178,최원제,17삼1B,-0.07,11,18,18,3,4,3,0,0,7,3,0,0,0,0,0,6,1,0,0,.222,.222,.389,.611,.261,43.2,-0.07,0.05
2179,김문호,19롯CF,-0.07,51,109,103,6,25,7,0,0,32,4,2,0,4,0,0,30,1,1,1,.243,.269,.311,.579,.267,55.1,-0.07,-1.10
2180,유영준,20N2B,-0.07,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.07,-0.07
2181,정범모,22NC,-0.07,5,7,7,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,.143,.143,.143,.286,.135,-30.2,-0.07,-0.01
2182,장준원,21L3B,-0.07,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.07,0.00
2183,백동훈,21두CF,-0.07,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.07,-0.05
2184,남태혁,19SDH,-0.07,12,24,22,1,5,0,0,0,5,1,0,0,2,0,0,3,3,0,0,.227,.292,.227,.519,.257,48.3,-0.07,-0.47
2185,신범수,22KC,-0.07,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.07,-0.07
2186,윤해진,19K3B,-0.07,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.07,0.05
2187,나경민,19롯CF,-0.07,45,49,45,10,9,0,2,0,13,7,2,0,3,1,0,12,0,0,0,.200,.265,.289,.554,.262,54.5,-0.07,0.44
2188,황윤호,15NSS,-0.07,10,6,5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.000,.167,.000,.167,.122,-51.4,-0.07,-0.01
2189,류승현,22K,-0.07,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.07,0.15
2190,신성현,15한3B,-0.07,64,117,102,17,23,3,0,4,38,17,0,0,13,0,0,44,0,2,0,.225,.313,.373,.686,.308,68.9,-0.07,-0.70
2191,김수환,22키1B,-0.07,57,168,140,18,25,6,0,4,43,14,0,0,21,3,0,56,0,3,1,.179,.297,.307,.604,.284,74.9,-0.07,-0.63
2192,조한민,20한SS,-0.07,25,52,50,7,11,4,0,0,15,2,0,0,0,2,0,22,0,0,0,.220,.250,.300,.550,.255,43.5,-0.07,-0.25
2193,허정협,18넥,-0.07,25,24,24,4,6,2,0,0,8,2,0,0,0,0,0,7,1,0,0,.250,.250,.333,.583,.257,37.8,-0.07,-0.25
2194,문상철,21KDH,-0.07,53,105,95,14,20,6,0,2,32,16,2,0,8,2,0,33,1,0,0,.211,.286,.337,.623,.295,67.8,-0.07,-0.84
2195,손호영,21LSS,-0.07,8,12,10,2,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,.100,.250,.100,.350,.205,11.0,-0.07,0.01
2196,강상원,17한LF,-0.07,33,14,14,7,3,1,0,0,4,1,0,0,0,0,0,5,0,0,0,.214,.214,.286,.500,.222,16.8,-0.07,0.04
2197,김민혁,21두,-0.07,6,8,6,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,.000,.250,.000,.250,.184,-2.7,-0.07,0.05
2198,문상철,19K1B,-0.07,33,67,59,8,12,1,0,2,19,7,2,0,4,2,0,26,1,0,2,.203,.269,.322,.591,.274,61.3,-0.07,-0.28
2199,김지성,16LSS,-0.07,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,.000,-133.8,-0.07,-0.04
2200,김상수,17삼SS,-0.07,42,154,144,17,38,7,0,3,54,13,1,1,5,1,0,26,4,3,1,.264,.291,.375,.666,.291,62.7,-0.07,-0.76
2201,정현,18KSS,-0.07,65,132,117,16,31,7,0,2,44,9,3,0,9,0,0,28,3,6,0,.265,.318,.376,.694,.297,63.2,-0.07,-1.26
2202,오현근,15롯RF,-0.08,20,36,28,3,6,2,0,0,8,3,1,1,6,0,0,6,0,2,0,.214,.353,.286,.639,.297,66.3,-0.08,-0.27
2203,윤병호,16NLF,-0.08,11,9,9,3,1,0,0,1,4,3,0,0,0,0,0,3,0,0,0,.111,.111,.444,.556,.211,5.1,-0.08,-0.11
2204,유재신,19KLF,-0.08,71,59,51,17,13,2,1,0,17,6,4,3,6,0,0,12,1,1,1,.255,.328,.333,.661,.306,80.1,-0.08,0.11
2205,이도윤,20한SS,-0.08,14,25,24,3,5,1,0,0,6,1,0,0,1,0,0,6,0,0,0,.208,.240,.250,.490,.232,27.7,-0.08,-0.20
2206,백승민,21삼,-0.08,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.08,-0.01
2207,홍성갑,17넥,-0.08,7,8,7,0,1,0,0,0,1,0,0,0,1,0,0,5,1,0,0,.143,.250,.143,.393,.207,4.6,-0.08,-0.20
2208,송준석,19삼LF,-0.08,26,56,51,6,12,3,0,1,18,4,0,0,2,1,0,14,3,1,1,.235,.273,.353,.626,.282,63.0,-0.08,-0.43
2209,강승호,17L2B,-0.08,85,268,248,42,62,14,2,5,95,31,2,2,7,3,0,67,5,3,7,.250,.272,.383,.655,.282,58.8,-0.08,-0.57
2210,최정용,17S3B,-0.08,5,8,6,1,2,0,0,0,2,0,0,1,1,0,0,0,0,1,0,.333,.429,.333,.762,.323,83.0,-0.08,-0.17
2211,김주현,16한,-0.08,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-133.8,-0.08,-0.01
2212,김민수,22롯RF,-0.08,5,7,7,0,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,.143,.143,.143,.286,.135,-33.7,-0.08,-0.02
2213,이영빈,22L2B,-0.08,60,83,76,16,14,3,0,1,20,5,0,0,7,0,0,25,3,0,0,.184,.253,.263,.516,.247,48.0,-0.08,-0.73
2214,이인행,17K1B,-0.08,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.08,0.00
2215,배성근,19롯2B,-0.08,36,48,44,4,9,1,0,0,10,2,1,0,4,0,0,13,0,0,0,.205,.271,.227,.498,.245,40.3,-0.08,0.06
2216,이종환,15K한DH,-0.08,44,106,100,14,29,4,0,0,33,12,0,0,6,0,0,21,0,0,0,.290,.330,.330,.660,.310,70.5,-0.08,-0.20
2217,김태진,15N2B,-0.08,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.08,-0.05
2218,임익준,15한3B,-0.08,4,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-132.4,-0.08,-0.03
2219,문선재,18LLF,-0.08,2,6,6,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,.167,.167,.167,.333,.153,-30.0,-0.08,-0.13
2220,김영웅,22삼3B,-0.08,12,15,15,2,2,0,0,1,5,1,0,0,0,0,0,7,0,0,0,.133,.133,.333,.467,.202,8.8,-0.08,-0.16
2221,고장혁,20K3B,-0.08,7,13,13,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,.231,.231,.231,.462,.217,14.5,-0.08,-0.22
2222,김태훈,20KDH,-0.08,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.08,-0.00
2223,오태곤,19KDH,-0.08,60,192,164,27,36,5,0,2,47,13,10,2,20,4,0,39,4,3,1,.220,.318,.287,.604,.289,70.7,-0.08,-0.33
2224,모상기,15k1B,-0.08,8,15,13,2,3,0,0,0,3,0,0,0,2,0,0,5,0,0,0,.231,.333,.231,.564,.285,53.4,-0.08,-0.06
2225,안권수,21두RF,-0.08,87,47,42,17,10,0,1,0,12,4,3,0,3,0,0,3,0,2,0,.238,.289,.286,.575,.266,48.7,-0.08,-0.25
2226,오선진,21삼SS,-0.08,23,46,42,5,9,0,0,0,9,2,0,0,3,1,0,8,2,0,0,.214,.283,.214,.497,.252,41.8,-0.08,-0.27
2227,김도환,20삼C,-0.08,34,49,41,2,9,2,0,0,11,9,0,0,5,0,0,16,0,1,2,.220,.292,.268,.560,.262,46.9,-0.08,-0.32
2228,최진행,20한DH,-0.08,84,240,214,23,50,5,0,8,79,30,0,0,18,5,0,59,11,0,3,.234,.304,.369,.673,.309,78.1,-0.08,-0.59
2229,김병희,19K3B,-0.08,4,7,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.143,.143,.143,.286,.135,-36.3,-0.08,-0.03
