의원A,의원B,수정안반영폐기,본회의의결,소관위심사,철회,본회의부의안건,본회의불부의,소관위접수,폐기,체계자구심사,정부이송,접수,대안반영폐기,공포,본희의의결
정춘숙(鄭春淑),조승래(趙承來),0,63,51,3,0,4,11,0,1,0,4,29,11,0
정춘숙(鄭春淑),조오섭(曺五燮),0,65,114,3,0,5,25,0,2,0,4,38,7,0
정춘숙(鄭春淑),조은희(趙恩禧),0,25,0,3,0,0,1,0,0,0,0,0,0,0
정춘숙(鄭春淑),조응천(趙應天),0,61,15,3,0,4,5,0,2,0,4,13,3,0
정춘숙(鄭春淑),조정식(趙正湜),0,62,38,3,0,5,19,0,1,0,4,16,11,0
정춘숙(鄭春淑),조정훈(趙廷訓),0,1,16,0,0,0,2,0,1,0,0,2,0,0
정춘숙(鄭春淑),조해진(曺海珍),0,50,0,3,0,0,2,0,0,0,0,3,0,0
정춘숙(鄭春淑),주철현(朱哲鉉),1,63,49,3,0,4,25,0,1,0,4,30,6,0
정춘숙(鄭春淑),주호영(朱豪英),0,49,0,3,0,0,1,0,0,0,0,1,0,0
정춘숙(鄭春淑),지성호(池成浩),0,49,0,3,0,0,1,0,0,0,0,0,0,0
정춘숙(鄭春淑),진선미(陳善美),0,65,38,4,0,5,19,0,1,0,4,13,4,0
정춘숙(鄭春淑),진성준(陳聲準),0,65,44,3,0,4,20,0,1,0,4,21,5,0
정춘숙(鄭春淑),천준호(千俊鎬),0,66,43,3,0,4,18,0,1,0,4,15,5,0
정춘숙(鄭春淑),최기상(崔基相),0,63,28,3,0,4,9,0,1,0,4,13,4,0
정춘숙(鄭春淑),최승재(崔承宰),0,49,0,3,0,0,2,0,0,0,0,0,0,0
정춘숙(鄭春淑),최연숙(崔姸淑),0,30,15,3,0,0,5,0,0,0,0,3,1,0
정춘숙(鄭春淑),최영희(崔英姬),0,25,2,3,0,0,1,0,0,0,0,0,0,0
정춘숙(鄭春淑),최인호(崔仁昊),0,63,56,5,0,4,17,1,1,0,4,31,8,0
정춘숙(鄭春淑),최재형(崔在亨),0,25,0,3,0,0,2,0,0,0,0,0,0,0
정춘숙(鄭春淑),최종윤(崔鍾允),0,65,89,3,0,5,30,0,1,0,4,45,15,0
정춘숙(鄭春淑),최춘식(崔春植),0,49,1,3,0,0,2,0,0,0,0,0,0,0
정춘숙(鄭春淑),최형두(崔炯斗),0,49,0,3,0,0,2,0,0,0,0,2,0,0
정춘숙(鄭春淑),최혜영(崔惠英),0,64,158,3,0,6,47,0,4,0,4,57,16,0
정춘숙(鄭春淑),추경호(秋慶鎬),0,49,1,3,0,0,0,0,0,0,0,1,0,0
정춘숙(鄭春淑),태영호(太永浩),0,49,0,3,0,0,1,0,0,0,0,0,0,0
정춘숙(鄭春淑),하영제(河榮帝),0,40,0,0,0,0,1,0,0,0,0,2,0,0
정춘숙(鄭春淑),하태경(河泰慶),0,49,0,3,0,0,2,0,0,0,0,0,0,0
정춘숙(鄭春淑),한기호(韓起鎬),0,49,0,3,0,0,2,0,0,0,0,1,0,0
정춘숙(鄭春淑),한무경(韓茂景),0,49,0,3,0,0,2,0,0,0,0,0,0,0
정춘숙(鄭春淑),한병도(韓秉道),1,65,68,5,0,4,21,0,1,0,4,37,9,0
정춘숙(鄭春淑),한정애(韓貞愛),0,62,54,4,0,4,20,0,2,0,4,17,7,0
정춘숙(鄭春淑),한준호(韓俊鎬),0,65,69,3,0,5,17,0,1,0,5,31,8,0
정춘숙(鄭春淑),허숙정(許淑湞),0,1,0,0,0,0,1,0,0,0,0,0,0,0
정춘숙(鄭春淑),허영(許榮),0,66,85,4,0,5,19,1,2,0,5,42,16,0
정춘숙(鄭春淑),허은아(許垠娥),0,49,0,3,0,0,1,0,0,0,0,0,0,0
정춘숙(鄭春淑),허종식(許琮植),3,67,157,4,0,4,25,2,2,0,4,63,15,0
정춘숙(鄭春淑),홍기원(洪起元),0,65,46,4,0,4,17,1,1,0,4,24,6,0
정춘숙(鄭春淑),홍문표(洪文杓),0,49,2,3,0,0,1,0,0,0,0,1,0,0
정춘숙(鄭春淑),홍석준(洪碩晙),0,49,0,3,0,0,1,0,0,0,0,1,0,0
정춘숙(鄭春淑),홍성국(洪性國),0,66,89,3,0,4,41,1,1,0,4,42,17,0
정춘숙(鄭春淑),홍영표(洪永杓),0,63,44,3,0,4,19,0,1,0,4,15,4,0
정춘숙(鄭春淑),홍익표(洪翼杓),0,65,53,3,0,5,17,0,1,0,4,15,8,0
정춘숙(鄭春淑),홍정민(洪貞敏),0,65,73,4,0,5,32,0,2,0,5,38,6,0
정춘숙(鄭春淑),황보승희(皇甫承希),0,44,0,0,0,0,2,0,0,0,0,2,0,0
정춘숙(鄭春淑),황운하(黃雲夏),0,66,81,3,0,5,27,1,1,0,4,47,7,0
정춘숙(鄭春淑),황희(黃熙),0,64,23,3,0,5,10,1,1,0,4,16,3,0
정태호(鄭泰浩),정필모(鄭必模),0,64,46,4,0,8,22,0,1,0,4,17,7,0
정태호(鄭泰浩),정희용(鄭熙溶),0,50,0,3,0,0,2,0,0,0,0,0,0,0
정태호(鄭泰浩),조경태(趙慶泰),0,49,0,3,0,0,1,0,0,0,0,0,0,0
정태호(鄭泰浩),조명희(曺明姬),0,49,3,3,0,0,1,0,0,0,0,0,0,0
정태호(鄭泰浩),조수진(趙修眞),0,49,1,3,0,0,1,0,0,0,0,0,0,0
정태호(鄭泰浩),조승래(趙承來),5,62,55,3,0,4,11,0,1,0,4,20,11,0
정태호(鄭泰浩),조오섭(曺五燮),0,64,99,3,0,4,49,0,1,0,4,18,8,0
정태호(鄭泰浩),조은희(趙恩禧),0,25,2,3,0,0,1,0,0,0,0,0,0,0
정태호(鄭泰浩),조응천(趙應天),0,61,22,3,0,4,9,0,1,0,4,10,3,0
정태호(鄭泰浩),조정식(趙正湜),0,62,21,4,0,4,13,0,1,0,4,13,5,0
정태호(鄭泰浩),조정훈(趙廷訓),2,1,10,0,0,0,0,0,0,0,0,2,1,0
정태호(鄭泰浩),조해진(曺海珍),0,50,1,3,0,0,2,0,0,0,0,2,0,0
정태호(鄭泰浩),주철현(朱哲鉉),0,63,69,3,0,4,16,0,1,0,4,16,9,0
정태호(鄭泰浩),주호영(朱豪英),0,49,0,3,0,0,1,0,0,0,0,0,0,0
정태호(鄭泰浩),지성호(池成浩),0,49,0,3,0,0,1,0,0,0,0,0,0,0
정태호(鄭泰浩),진선미(陳善美),0,64,30,3,0,4,38,0,1,0,8,10,4,0
정태호(鄭泰浩),진성준(陳聲準),0,64,45,3,0,4,16,0,1,0,4,22,7,0
정태호(鄭泰浩),천준호(千俊鎬),0,64,37,3,0,4,10,0,1,0,4,13,4,0
정태호(鄭泰浩),최기상(崔基相),1,63,36,3,0,4,22,0,1,0,6,14,7,0
정태호(鄭泰浩),최승재(崔承宰),0,49,1,3,0,0,1,0,0,0,0,0,0,0
정태호(鄭泰浩),최연숙(崔姸淑),0,30,8,3,0,0,2,0,0,0,0,2,0,0
정태호(鄭泰浩),최영희(崔英姬),0,25,3,3,0,0,1,0,0,0,0,0,0,0
정태호(鄭泰浩),최인호(崔仁昊),1,63,49,3,0,4,20,0,1,0,5,15,6,0
정태호(鄭泰浩),최재형(崔在亨),0,25,0,3,0,0,1,0,0,0,0,0,0,0
정태호(鄭泰浩),최종윤(崔鍾允),0,63,109,4,0,4,22,0,1,0,4,25,8,0
정태호(鄭泰浩),최춘식(崔春植),0,49,2,3,0,0,1,0,0,0,0,0,0,0
정태호(鄭泰浩),최형두(崔炯斗),0,49,7,3,0,0,1,0,0,0,0,1,0,0
정태호(鄭泰浩),최혜영(崔惠英),0,64,102,3,0,4,50,0,1,0,4,18,4,0
정태호(鄭泰浩),추경호(秋慶鎬),0,49,0,3,0,0,0,0,0,0,0,0,0,0
정태호(鄭泰浩),태영호(太永浩),0,49,1,3,0,0,1,0,0,0,0,0,0,0
정태호(鄭泰浩),하영제(河榮帝),0,40,2,0,0,0,1,0,0,0,0,1,0,0
정태호(鄭泰浩),하태경(河泰慶),0,49,1,3,0,0,1,0,0,0,0,1,0,0
정태호(鄭泰浩),한기호(韓起鎬),0,49,0,3,0,0,1,0,0,0,0,1,0,0
정태호(鄭泰浩),한무경(韓茂景),0,49,0,3,0,0,1,0,0,0,0,0,0,0
정태호(鄭泰浩),한병도(韓秉道),5,64,70,5,0,8,20,0,1,0,6,28,9,0
정태호(鄭泰浩),한정애(韓貞愛),0,62,48,3,0,4,17,0,1,0,4,12,8,0
정태호(鄭泰浩),한준호(韓俊鎬),0,64,80,4,0,8,17,0,2,0,4,24,8,0
정태호(鄭泰浩),허숙정(許淑湞),0,1,0,0,0,0,1,0,0,0,0,0,0,0
정태호(鄭泰浩),허영(許榮),0,64,92,4,0,5,22,0,1,0,4,25,12,0
정태호(鄭泰浩),허은아(許垠娥),0,49,0,3,0,0,1,0,0,0,0,0,0,0
정태호(鄭泰浩),허종식(許琮植),2,64,72,4,0,4,11,0,1,0,5,18,8,0
정태호(鄭泰浩),홍기원(洪起元),0,64,69,4,0,5,15,0,1,0,4,21,6,0
정태호(鄭泰浩),홍문표(洪文杓),0,49,5,3,0,0,1,0,0,0,0,2,0,0
정태호(鄭泰浩),홍석준(洪碩晙),0,49,0,3,0,0,1,0,0,0,0,1,0,0
정태호(鄭泰浩),홍성국(洪性國),4,64,114,3,0,4,54,0,2,0,7,37,13,0
정태호(鄭泰浩),홍영표(洪永杓),0,63,60,3,0,5,23,0,1,0,6,14,5,0
정태호(鄭泰浩),홍익표(洪翼杓),2,64,64,3,0,4,13,0,2,0,4,18,11,0
정태호(鄭泰浩),홍정민(洪貞敏),0,64,78,3,0,8,22,0,1,0,4,26,10,0
정태호(鄭泰浩),황보승희(皇甫承希),0,44,0,0,0,0,1,0,0,0,0,1,0,0
정태호(鄭泰浩),황운하(黃雲夏),1,64,74,5,0,4,19,0,1,0,4,26,7,0
정태호(鄭泰浩),황희(黃熙),2,63,25,3,0,4,13,0,1,0,4,15,7,0
정필모(鄭必模),정희용(鄭熙溶),0,50,0,3,0,0,3,0,0,0,0,0,0,0
정필모(鄭必模),조경태(趙慶泰),0,49,0,3,0,0,1,0,0,0,0,0,0,0
정필모(鄭必模),조명희(曺明姬),0,49,2,3,0,0,2,0,0,0,0,0,0,0
정필모(鄭必模),조수진(趙修眞),0,49,0,3,0,0,1,0,0,0,0,0,0,0
정필모(鄭必模),조승래(趙承來),0,65,46,3,0,4,18,0,5,0,4,27,8,0
정필모(鄭必模),조오섭(曺五燮),0,65,93,4,0,4,29,0,1,0,4,22,9,0
정필모(鄭必模),조은희(趙恩禧),0,25,0,3,0,0,1,0,0,0,0,0,0,0
정필모(鄭必模),조응천(趙應天),0,61,16,3,0,4,8,0,1,0,4,9,4,0
정필모(鄭必模),조정식(趙正湜),0,63,16,4,0,4,20,0,1,0,4,10,5,0
정필모(鄭必模),조정훈(趙廷訓),1,1,9,0,0,0,3,0,0,0,0,4,0,0
정필모(鄭必模),조해진(曺海珍),0,50,0,3,0,0,2,0,0,0,0,2,0,0
정필모(鄭必模),주철현(朱哲鉉),1,64,73,3,0,4,19,0,1,1,4,22,8,0
정필모(鄭必模),주호영(朱豪英),0,49,0,3,0,0,1,0,0,0,0,0,0,0
정필모(鄭必模),지성호(池成浩),0,49,0,3,0,0,1,0,0,0,0,0,0,0
정필모(鄭必模),진선미(陳善美),0,66,25,3,0,4,15,1,1,0,4,11,5,0
정필모(鄭必模),진성준(陳聲準),0,67,63,3,0,5,20,0,2,0,4,31,7,0
정필모(鄭必模),천준호(千俊鎬),0,68,35,4,0,4,10,0,1,0,4,23,5,0
정필모(鄭必模),최기상(崔基相),0,64,36,4,0,4,17,0,1,0,4,17,7,0
정필모(鄭必模),최승재(崔承宰),0,49,1,3,0,0,2,0,0,0,0,0,0,0
정필모(鄭必模),최연숙(崔姸淑),0,30,1,3,0,0,3,0,0,0,0,2,0,0
정필모(鄭必模),최영희(崔英姬),0,25,0,3,0,0,1,0,0,0,0,0,0,0
정필모(鄭必模),최인호(崔仁昊),1,63,43,3,0,6,14,1,1,0,5,11,7,0
정필모(鄭必模),최재형(崔在亨),0,25,0,3,0,0,1,0,0,0,0,0,0,0
정필모(鄭必模),최종윤(崔鍾允),0,65,60,4,0,4,30,0,1,0,4,24,10,0
정필모(鄭必模),최춘식(崔春植),0,49,0,3,0,0,1,0,0,0,0,0,0,0
정필모(鄭必模),최형두(崔炯斗),0,49,0,3,0,0,2,0,0,0,0,2,0,0
정필모(鄭必模),최혜영(崔惠英),0,66,60,3,0,6,26,0,1,0,4,22,6,0
정필모(鄭必模),추경호(秋慶鎬),0,49,0,3,0,0,0,0,0,0,0,0,0,0
정필모(鄭必模),태영호(太永浩),0,49,0,3,0,0,2,0,0,0,0,0,0,0
정필모(鄭必模),하영제(河榮帝),0,40,1,0,0,0,2,0,0,0,0,1,0,0
정필모(鄭必模),하태경(河泰慶),0,49,1,3,0,0,1,0,0,0,0,1,0,0
정필모(鄭必模),한기호(韓起鎬),0,49,0,3,0,0,1,0,0,0,0,1,0,0
정필모(鄭必模),한무경(韓茂景),0,49,0,3,0,0,2,0,0,0,0,0,0,0
정필모(鄭必模),한병도(韓秉道),0,65,63,5,0,8,17,2,1,0,4,17,7,0
정필모(鄭必模),한정애(韓貞愛),0,63,26,3,0,4,13,0,1,0,4,11,4,0
정필모(鄭必模),한준호(韓俊鎬),0,68,85,6,0,10,18,0,1,0,4,33,18,0
정필모(鄭必模),허숙정(許淑湞),0,1,0,0,0,0,2,0,0,0,0,0,0,0
정필모(鄭必模),허영(許榮),0,68,103,4,0,4,21,0,1,0,5,40,19,0
정필모(鄭必模),허은아(許垠娥),0,49,0,3,0,0,2,0,0,0,0,0,0,0
정필모(鄭必模),허종식(許琮植),0,68,75,4,0,5,19,0,1,0,4,30,12,0
정필모(鄭必模),홍기원(洪起元),0,65,78,4,0,5,15,0,2,0,4,31,7,0
정필모(鄭必模),홍문표(洪文杓),0,49,1,3,0,0,1,0,0,0,0,1,0,0
정필모(鄭必模),홍석준(洪碩晙),0,49,0,3,0,0,1,0,0,0,0,1,0,0
정필모(鄭必模),홍성국(洪性國),0,68,102,4,0,5,24,0,1,0,4,38,12,0
정필모(鄭必模),홍영표(洪永杓),0,63,33,3,0,4,11,1,1,0,4,18,6,0
정필모(鄭必模),홍익표(洪翼杓),0,65,52,4,0,4,11,1,1,0,4,19,10,0
정필모(鄭必模),홍정민(洪貞敏),0,67,100,4,0,8,18,0,2,0,4,33,10,0
정필모(鄭必模),황보승희(皇甫承希),0,44,0,0,0,0,2,0,0,0,0,2,0,0
정필모(鄭必模),황운하(黃雲夏),0,68,106,4,0,5,31,0,1,1,4,34,16,0
정필모(鄭必模),황희(黃熙),0,65,17,4,0,4,9,0,1,0,4,12,5,0
정희용(鄭熙溶),조경태(趙慶泰),1,52,62,5,0,0,23,1,0,0,7,34,3,0
정희용(鄭熙溶),조명희(曺明姬),3,52,74,5,0,0,32,0,0,0,7,34,13,0
정희용(鄭熙溶),조수진(趙修眞),0,50,75,4,0,0,30,1,1,0,7,35,5,0
정희용(鄭熙溶),조승래(趙承來),0,50,3,3,0,0,1,0,0,0,0,0,0,0
정희용(鄭熙溶),조오섭(曺五燮),0,50,1,3,0,0,3,0,0,0,0,1,0,0
정희용(鄭熙溶),조은희(趙恩禧),0,25,27,3,0,0,18,0,0,0,1,10,0,0
정희용(鄭熙溶),조응천(趙應天),0,49,0,3,0,0,1,0,0,0,0,0,0,0
정희용(鄭熙溶),조정식(趙正湜),0,50,0,3,0,0,1,0,0,0,0,0,0,0
정희용(鄭熙溶),조정훈(趙廷訓),0,0,5,0,0,0,4,0,0,0,0,2,2,0
정희용(鄭熙溶),조해진(曺海珍),0,52,21,4,0,0,12,0,0,0,7,14,1,0
정희용(鄭熙溶),주철현(朱哲鉉),0,50,1,3,0,0,2,0,0,0,0,3,3,0
정희용(鄭熙溶),주호영(朱豪英),0,50,58,4,0,0,25,0,0,0,7,25,2,0
정희용(鄭熙溶),지성호(池成浩),0,51,131,6,0,0,49,1,0,3,8,46,10,0
정희용(鄭熙溶),진선미(陳善美),0,50,0,3,0,0,3,0,0,0,0,0,0,0
정희용(鄭熙溶),진성준(陳聲準),0,50,0,3,0,0,2,0,0,0,0,0,0,0
정희용(鄭熙溶),천준호(千俊鎬),0,50,0,3,0,0,1,0,0,0,0,0,0,0
정희용(鄭熙溶),최기상(崔基相),0,50,0,3,0,0,3,0,0,0,0,0,0,0
정희용(鄭熙溶),최승재(崔承宰),0,52,81,6,0,0,27,1,0,0,7,35,4,0
정희용(鄭熙溶),최연숙(崔姸淑),0,30,16,3,0,0,18,0,0,0,4,9,1,0
정희용(鄭熙溶),최영희(崔英姬),0,26,52,3,0,0,15,0,0,1,0,6,1,0
정희용(鄭熙溶),최인호(崔仁昊),0,50,0,3,0,0,2,0,0,0,0,1,0,0
정희용(鄭熙溶),최재형(崔在亨),0,25,6,3,0,0,5,0,0,0,1,2,0,0
정희용(鄭熙溶),최종윤(崔鍾允),0,50,0,3,0,0,2,0,0,0,0,0,0,0
정희용(鄭熙溶),최춘식(崔春植),0,50,121,6,0,0,34,0,2,0,7,58,9,0
정희용(鄭熙溶),최형두(崔炯斗),5,53,77,4,0,0,25,1,0,0,7,33,11,0
정희용(鄭熙溶),최혜영(崔惠英),0,51,0,3,0,0,3,0,0,0,0,1,0,0
정희용(鄭熙溶),추경호(秋慶鎬),5,51,135,8,0,0,14,3,0,0,8,71,12,0
정희용(鄭熙溶),태영호(太永浩),1,51,159,6,0,0,38,4,0,0,8,67,9,0
정희용(鄭熙溶),하영제(河榮帝),0,42,50,3,0,0,20,0,1,0,7,35,6,0
정희용(鄭熙溶),하태경(河泰慶),0,51,22,5,0,0,13,0,0,0,8,16,0,0
정희용(鄭熙溶),한기호(韓起鎬),0,51,49,4,0,0,15,0,0,0,8,24,0,0
정희용(鄭熙溶),한무경(韓茂景),0,50,100,6,0,0,35,2,0,0,8,36,3,0
정희용(鄭熙溶),한병도(韓秉道),0,50,0,3,0,0,2,0,0,0,0,0,0,0
정희용(鄭熙溶),한정애(韓貞愛),0,50,1,3,0,0,2,0,0,0,0,0,0,0
정희용(鄭熙溶),한준호(韓俊鎬),0,50,0,3,0,0,2,0,0,0,0,1,0,0
정희용(鄭熙溶),허숙정(許淑湞),0,0,0,0,0,0,0,0,0,0,0,0,0,0
정희용(鄭熙溶),허영(許榮),0,50,0,3,0,0,3,0,0,0,0,1,0,0
정희용(鄭熙溶),허은아(許垠娥),0,51,76,5,0,3,22,3,1,0,8,31,5,0
정희용(鄭熙溶),허종식(許琮植),0,50,0,3,0,0,6,0,0,0,0,1,0,0
정희용(鄭熙溶),홍기원(洪起元),0,50,0,3,0,0,3,0,0,0,0,0,0,0
정희용(鄭熙溶),홍문표(洪文杓),1,50,59,5,0,3,19,0,0,0,7,31,3,0
정희용(鄭熙溶),홍석준(洪碩晙),0,50,49,5,0,0,25,1,1,0,7,33,3,0
정희용(鄭熙溶),홍성국(洪性國),0,50,0,3,0,0,3,0,0,0,0,0,0,0
정희용(鄭熙溶),홍영표(洪永杓),0,50,0,3,0,0,3,0,0,0,0,0,0,0
정희용(鄭熙溶),홍익표(洪翼杓),0,50,0,3,0,0,3,0,0,0,0,0,0,0
정희용(鄭熙溶),홍정민(洪貞敏),0,50,1,3,0,0,3,0,0,0,0,1,0,0
정희용(鄭熙溶),황보승희(皇甫承希),2,46,93,1,0,3,21,1,1,0,8,33,11,0
정희용(鄭熙溶),황운하(黃雲夏),0,50,2,3,0,0,3,0,0,0,0,1,0,0
정희용(鄭熙溶),황희(黃熙),0,50,0,3,0,0,3,0,0,0,0,0,0,0
조경태(趙慶泰),조명희(曺明姬),1,52,107,7,0,0,19,0,0,0,7,33,8,0
조경태(趙慶泰),조수진(趙修眞),3,50,36,4,0,0,14,1,0,0,7,34,3,0
조경태(趙慶泰),조승래(趙承來),0,49,0,3,0,0,0,0,0,0,0,0,0,0
조경태(趙慶泰),조오섭(曺五燮),0,49,1,3,0,0,1,0,0,0,0,0,0,0
조경태(趙慶泰),조은희(趙恩禧),0,25,17,3,0,0,6,0,0,0,1,8,0,0
조경태(趙慶泰),조응천(趙應天),0,49,1,3,0,0,0,0,0,0,0,0,0,0
조경태(趙慶泰),조정식(趙正湜),0,49,0,3,0,0,0,0,0,0,0,0,0,0
조경태(趙慶泰),조정훈(趙廷訓),0,0,3,0,0,0,3,0,0,0,0,2,0,0
조경태(趙慶泰),조해진(曺海珍),0,51,20,4,2,0,9,0,0,0,7,10,4,0
조경태(趙慶泰),주철현(朱哲鉉),0,49,4,3,0,0,2,0,1,0,0,3,0,0
조경태(趙慶泰),주호영(朱豪英),0,50,22,4,0,0,16,0,0,0,7,14,0,0
조경태(趙慶泰),지성호(池成浩),0,51,56,5,0,1,28,0,1,0,7,28,3,0
조경태(趙慶泰),진선미(陳善美),0,49,0,3,0,0,1,0,0,0,0,0,0,0
조경태(趙慶泰),진성준(陳聲準),0,49,0,3,0,0,1,0,0,0,0,0,0,0
조경태(趙慶泰),천준호(千俊鎬),0,49,0,3,0,0,0,0,0,0,0,0,0,0
조경태(趙慶泰),최기상(崔基相),0,49,0,3,0,0,1,0,0,0,0,1,0,0
조경태(趙慶泰),최승재(崔承宰),0,51,37,5,0,0,19,1,0,0,7,27,1,0
조경태(趙慶泰),최연숙(崔姸淑),0,30,11,3,0,0,9,0,0,0,4,5,2,0
조경태(趙慶泰),최영희(崔英姬),0,26,23,4,0,0,18,0,0,0,0,2,0,0
조경태(趙慶泰),최인호(崔仁昊),0,49,2,3,0,0,2,1,0,0,0,3,0,0
조경태(趙慶泰),최재형(崔在亨),0,25,5,3,0,0,3,0,0,0,1,3,0,0
조경태(趙慶泰),최종윤(崔鍾允),0,49,0,3,0,0,1,0,0,0,0,1,0,0
조경태(趙慶泰),최춘식(崔春植),0,50,54,5,2,0,17,0,1,0,7,26,2,0
조경태(趙慶泰),최형두(崔炯斗),0,52,53,4,0,0,22,1,0,0,7,33,4,0
조경태(趙慶泰),최혜영(崔惠英),0,50,0,3,0,0,1,0,0,0,0,1,0,0
조경태(趙慶泰),추경호(秋慶鎬),1,51,81,6,0,0,17,2,0,0,7,45,9,0
조경태(趙慶泰),태영호(太永浩),1,51,99,5,0,1,31,0,0,0,7,48,5,0
조경태(趙慶泰),하영제(河榮帝),2,42,106,3,2,1,20,0,1,0,7,37,10,0
조경태(趙慶泰),하태경(河泰慶),0,51,36,4,0,0,11,1,0,0,7,16,1,0
조경태(趙慶泰),한기호(韓起鎬),0,51,31,4,0,0,8,0,0,0,7,16,0,0
조경태(趙慶泰),한무경(韓茂景),0,50,73,4,0,0,18,1,1,0,7,32,1,0
조경태(趙慶泰),한병도(韓秉道),0,49,2,3,0,0,1,0,0,0,0,1,0,0
조경태(趙慶泰),한정애(韓貞愛),0,49,0,3,0,0,1,0,0,0,0,0,0,0
조경태(趙慶泰),한준호(韓俊鎬),0,49,0,3,0,0,2,0,0,0,0,0,0,0
조경태(趙慶泰),허숙정(許淑湞),0,0,0,0,0,0,0,0,0,0,0,0,0,0
조경태(趙慶泰),허영(許榮),0,49,0,3,0,0,1,0,0,0,0,1,0,0
조경태(趙慶泰),허은아(許垠娥),1,51,39,4,0,0,12,0,0,0,7,22,2,0
조경태(趙慶泰),허종식(許琮植),0,49,0,3,0,0,1,0,0,0,0,0,0,0
조경태(趙慶泰),홍기원(洪起元),0,49,0,3,0,0,1,0,0,0,0,0,0,0
조경태(趙慶泰),홍문표(洪文杓),1,50,83,6,0,0,30,2,0,0,7,44,7,0
조경태(趙慶泰),홍석준(洪碩晙),0,50,43,4,0,0,10,0,1,0,7,15,2,0
조경태(趙慶泰),홍성국(洪性國),0,49,1,3,0,0,1,0,0,0,0,1,0,0
조경태(趙慶泰),홍영표(洪永杓),0,49,1,3,0,0,1,0,0,0,0,0,0,0
조경태(趙慶泰),홍익표(洪翼杓),0,49,0,3,0,0,1,0,0,0,0,1,0,0
조경태(趙慶泰),홍정민(洪貞敏),0,49,0,3,0,0,1,0,0,0,0,2,0,0
조경태(趙慶泰),황보승희(皇甫承希),1,46,94,1,0,1,18,3,0,0,7,37,7,0
조경태(趙慶泰),황운하(黃雲夏),0,49,0,3,0,0,1,0,0,0,0,1,0,0
조경태(趙慶泰),황희(黃熙),0,49,0,3,0,0,1,0,0,0,0,0,0,0
조명희(曺明姬),조수진(趙修眞),6,50,97,5,0,0,28,0,0,0,7,28,3,0
조명희(曺明姬),조승래(趙承來),0,49,4,3,0,0,0,0,0,0,0,0,0,0
조명희(曺明姬),조오섭(曺五燮),0,49,2,3,0,0,2,0,0,0,0,4,0,0
조명희(曺明姬),조은희(趙恩禧),6,25,35,4,0,0,16,0,1,0,1,10,2,0
조명희(曺明姬),조응천(趙應天),0,49,1,3,0,0,1,0,0,0,0,0,0,0
조명희(曺明姬),조정식(趙正湜),0,49,0,3,0,0,0,0,0,0,0,0,0,0
조명희(曺明姬),조정훈(趙廷訓),0,0,14,0,0,0,4,0,0,0,0,1,0,0
조명희(曺明姬),조해진(曺海珍),1,51,22,4,0,0,20,0,0,0,7,12,0,0
조명희(曺明姬),주철현(朱哲鉉),0,49,3,3,0,0,1,0,0,0,0,2,0,0
조명희(曺明姬),주호영(朱豪英),3,50,42,5,0,0,19,0,0,0,7,20,1,0
조명희(曺明姬),지성호(池成浩),2,51,109,6,0,0,39,0,0,0,7,51,3,0
조명희(曺明姬),진선미(陳善美),0,49,2,3,0,0,2,0,0,0,0,0,0,0
조명희(曺明姬),진성준(陳聲準),0,49,2,3,0,0,1,0,0,0,0,0,0,0
조명희(曺明姬),천준호(千俊鎬),0,49,2,3,0,0,0,0,0,0,0,0,0,0
조명희(曺明姬),최기상(崔基相),0,49,0,3,0,0,2,0,0,0,0,1,0,0
조명희(曺明姬),최승재(崔承宰),1,51,91,5,0,0,36,0,0,0,7,36,7,0
조명희(曺明姬),최연숙(崔姸淑),1,29,54,4,0,0,20,0,0,0,4,11,3,0
조명희(曺明姬),최영희(崔英姬),3,26,48,5,0,0,21,0,1,0,0,8,1,0
조명희(曺明姬),최인호(崔仁昊),0,49,2,3,0,0,1,0,0,0,0,1,0,0
조명희(曺明姬),최재형(崔在亨),2,25,19,3,0,0,7,0,0,0,1,12,1,0
조명희(曺明姬),최종윤(崔鍾允),0,49,2,3,0,0,1,0,0,0,0,1,0,0
조명희(曺明姬),최춘식(崔春植),13,50,130,8,0,0,37,0,2,0,7,29,2,0
조명희(曺明姬),최형두(崔炯斗),5,52,96,4,0,0,24,0,0,0,7,40,10,0
조명희(曺明姬),최혜영(崔惠英),0,50,2,3,0,0,2,0,0,0,0,0,0,0
조명희(曺明姬),추경호(秋慶鎬),5,51,214,10,0,0,22,0,0,0,7,90,12,0
조명희(曺明姬),태영호(太永浩),7,51,192,10,0,0,55,0,1,0,7,41,6,0
조명희(曺明姬),하영제(河榮帝),1,42,206,5,0,0,37,1,2,0,7,58,14,0
조명희(曺明姬),하태경(河泰慶),0,51,34,4,0,0,17,0,0,0,7,18,0,0
조명희(曺明姬),한기호(韓起鎬),0,51,47,5,0,0,22,0,0,0,7,20,0,0
조명희(曺明姬),한무경(韓茂景),2,50,138,6,0,0,45,0,0,0,7,44,6,0
조명희(曺明姬),한병도(韓秉道),0,49,2,3,0,0,1,0,0,0,0,1,0,0
조명희(曺明姬),한정애(韓貞愛),0,49,1,3,0,0,1,0,0,0,0,0,0,0
조명희(曺明姬),한준호(韓俊鎬),0,49,2,3,0,0,1,0,0,0,0,0,0,0
조명희(曺明姬),허숙정(許淑湞),0,0,0,0,0,0,0,0,0,0,0,0,0,0
조명희(曺明姬),허영(許榮),0,49,2,3,0,0,2,0,0,0,0,1,0,0
